Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1074¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Program
2028¿PDG_OBJECT¿¿0¿1872.v190.5-o342¿¿¿¿¿PDG_OBJECT
2029¿PDG_OBJECT¿¿0¿1872.v190.6-o343¿¿¿¿¿PDG_OBJECT
2030¿PDG_OBJECT¿¿0¿1872.v190.7-o344¿¿¿¿¿PDG_OBJECT
2031¿PDG_OBJECT¿¿0¿1872.v190.8-o345¿¿¿¿¿PDG_OBJECT
2032¿PDG_CALL¿¿1872¿1872.CALL->_createClass-o346¿¿¿¿¿PDG_CALL
2033¿PDG_OBJECT¿¿0¿1872.v191-o347¿¿¿¿¿PDG_OBJECT
2034¿PDG_RETURN¿¿0¿1872.RET_OBJ-o348¿¿¿¿¿PDG_RETURN
2035¿PDG_CALL¿¿1874¿1874.CALL->_classCallCheck-o349¿¿¿¿¿PDG_CALL
2036¿PDG_OBJECT¿¿0¿1874.v112-o350¿¿¿¿¿PDG_OBJECT
2037¿PDG_OBJECT¿¿0¿1874.v114-o351¿¿¿¿¿PDG_OBJECT
2038¿PDG_OBJECT¿¿0¿1874.options-o352¿¿¿¿¿PDG_OBJECT
2039¿PDG_OBJECT¿¿0¿1874.options.path-o353¿¿¿¿¿PDG_OBJECT
2040¿PDG_OBJECT¿¿0¿1874.options-o354¿¿¿¿¿PDG_OBJECT
2041¿PDG_OBJECT¿¿0¿1874.options-o355¿¿¿¿¿PDG_OBJECT
2042¿PDG_OBJECT¿¿0¿1874.v115-o356¿¿¿¿¿PDG_OBJECT
2043¿PDG_CALL¿¿1874¿1874.CALL->ul.merge-o357¿¿¿¿¿PDG_CALL
2044¿PDG_OBJECT¿¿0¿1874.options-o358¿¿¿¿¿PDG_OBJECT
2045¿PDG_OBJECT¿¿0¿1874.options.path-o359¿¿¿¿¿PDG_OBJECT
2046¿PDG_CALL¿¿1874¿1874.CALL->abs-o360¿¿¿¿¿PDG_CALL
2047¿PDG_OBJECT¿¿0¿1874.v117-o361¿¿¿¿¿PDG_OBJECT
2048¿PDG_OBJECT¿¿0¿1874.options-o362¿¿¿¿¿PDG_OBJECT
2049¿PDG_OBJECT¿¿0¿1874.options.path-o363¿¿¿¿¿PDG_OBJECT
2050¿PDG_OBJECT¿¿0¿1874.this-o364¿¿¿¿¿PDG_OBJECT
2051¿PDG_OBJECT¿¿0¿1874.this.options-o365¿¿¿¿¿PDG_OBJECT
2052¿PDG_OBJECT¿¿0¿1874.this-o366¿¿¿¿¿PDG_OBJECT
2053¿PDG_OBJECT¿¿0¿1874.this.cwd-o367¿¿¿¿¿PDG_OBJECT
2054¿PDG_OBJECT¿¿0¿1877.eargs-o368¿¿¿¿¿PDG_OBJECT
2055¿PDG_OBJECT¿¿0¿1877.v120-o369¿¿¿¿¿PDG_OBJECT
2056¿PDG_CALL¿¿1877¿1877.CALL->Array.isArray-o370¿¿¿¿¿PDG_CALL
2057¿PDG_OBJECT¿¿0¿1877.v121-o371¿¿¿¿¿PDG_OBJECT
2058¿PDG_OBJECT¿¿0¿1877.v122-o372¿¿¿¿¿PDG_OBJECT
2059¿PDG_OBJECT¿¿0¿1877.v122.0-o373¿¿¿¿¿PDG_OBJECT
2060¿PDG_CALL¿¿1877¿1877.CALL->v122.concat-o374¿¿¿¿¿PDG_CALL
2061¿PDG_OBJECT¿¿0¿1877.v123-o375¿¿¿¿¿PDG_OBJECT
2062¿PDG_CALL¿¿1877¿1877.CALL->eargs.push-o376¿¿¿¿¿PDG_CALL
2063¿PDG_OBJECT¿¿0¿1877.v124-o377¿¿¿¿¿PDG_OBJECT
2064¿PDG_CALL¿¿1877¿1877.CALL->command.trim-o378¿¿¿¿¿PDG_CALL
2065¿PDG_OBJECT¿¿0¿1877.v125-o379¿¿¿¿¿PDG_OBJECT
2066¿PDG_OBJECT¿¿0¿1877.v126-o380¿¿¿¿¿PDG_OBJECT
2067¿PDG_CALL¿¿1877¿1877.CALL->eargs.push-o381¿¿¿¿¿PDG_CALL
2068¿PDG_OBJECT¿¿0¿1877.v127-o382¿¿¿¿¿PDG_OBJECT
2069¿PDG_OBJECT¿¿0¿1877.this.cwd-o383¿¿¿¿¿PDG_OBJECT
2070¿PDG_OBJECT¿¿0¿1877.v129-o384¿¿¿¿¿PDG_OBJECT
2071¿PDG_CALL¿¿1877¿1877.CALL->eargs.push-o385¿¿¿¿¿PDG_CALL
2072¿PDG_OBJECT¿¿0¿1877.v130-o386¿¿¿¿¿PDG_OBJECT
2073¿PDG_OBJECT¿¿0¿1881.this-o387¿¿¿¿¿PDG_OBJECT
2074¿PDG_OBJECT¿¿0¿1881.err-o388¿¿¿¿¿PDG_OBJECT
2075¿PDG_OBJECT¿¿0¿1881.stdout-o389¿¿¿¿¿PDG_OBJECT
2076¿PDG_OBJECT¿¿0¿1877.v134-o390¿¿¿¿¿PDG_OBJECT
2077¿PDG_CALL¿¿1877¿1877.CALL->eargs.push-o391¿¿¿¿¿PDG_CALL
2078¿PDG_OBJECT¿¿0¿1877.v135-o392¿¿¿¿¿PDG_OBJECT
2079¿PDG_OBJECT¿¿0¿1877.el.add-o393¿¿¿¿¿PDG_OBJECT
2080¿PDG_CALL¿¿1877¿1877.CALL->v136.apply-o394¿¿¿¿¿PDG_CALL
2081¿PDG_OBJECT¿¿0¿1877.v137-o395¿¿¿¿¿PDG_OBJECT
2082¿PDG_RETURN¿¿0¿1877.RET_OBJ-o396¿¿¿¿¿PDG_RETURN
2083¿PDG_CALL¿¿1881¿1881.CALL->callback-o397¿¿¿¿¿PDG_CALL
2084¿PDG_OBJECT¿¿0¿1881.v131-o398¿¿¿¿¿PDG_OBJECT
2085¿PDG_RETURN¿¿0¿1881.RET_OBJ-o399¿¿¿¿¿PDG_RETURN
2086¿PDG_CALL¿¿1881¿1881.CALL->stdout.trimRight-o400¿¿¿¿¿PDG_CALL
2087¿PDG_OBJECT¿¿0¿1881.v132-o401¿¿¿¿¿PDG_OBJECT
2088¿PDG_CALL¿¿1881¿1881.CALL->callback-o402¿¿¿¿¿PDG_CALL
2089¿PDG_OBJECT¿¿0¿1881.v133-o403¿¿¿¿¿PDG_OBJECT
2090¿PDG_CALL¿¿1884¿1884.CALL->this.exec-o404¿¿¿¿¿PDG_CALL
2091¿PDG_OBJECT¿¿0¿1884.v140-o405¿¿¿¿¿PDG_OBJECT
2092¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2093¿PDG_RETURN¿¿0¿1884.RET_OBJ-o406¿¿¿¿¿PDG_RETURN
2094¿PDG_OBJECT¿¿0¿1886.this.cwd-o407¿¿¿¿¿PDG_OBJECT
2095¿PDG_OBJECT¿¿0¿1888.this-o408¿¿¿¿¿PDG_OBJECT
2096¿PDG_OBJECT¿¿0¿1888.err-o409¿¿¿¿¿PDG_OBJECT
2097¿PDG_OBJECT¿¿0¿1886.v146-o410¿¿¿¿¿PDG_OBJECT
2098¿PDG_CALL¿¿1886¿1886.CALL->fs.mkdir-o411¿¿¿¿¿PDG_CALL
2099¿PDG_OBJECT¿¿0¿1886.v147-o412¿¿¿¿¿PDG_OBJECT
2100¿PDG_RETURN¿¿0¿1886.RET_OBJ-o413¿¿¿¿¿PDG_RETURN
2101¿PDG_CALL¿¿1888¿1888.CALL->callback-o414¿¿¿¿¿PDG_CALL
2102¿PDG_OBJECT¿¿0¿1888.v144-o415¿¿¿¿¿PDG_OBJECT
2103¿PDG_RETURN¿¿0¿1888.RET_OBJ-o416¿¿¿¿¿PDG_RETURN
2104¿PDG_CALL¿¿1888¿1888.CALL->_this.init-o417¿¿¿¿¿PDG_CALL
2105¿PDG_OBJECT¿¿0¿1888.v145-o418¿¿¿¿¿PDG_OBJECT
2106¿PDG_CALL¿¿1891¿1891.CALL->message.replace-o419¿¿¿¿¿PDG_CALL
2107¿PDG_OBJECT¿¿0¿1891.message-o420¿¿¿¿¿PDG_OBJECT
2108¿PDG_OBJECT¿¿0¿1891.v151-o421¿¿¿¿¿PDG_OBJECT
2109¿PDG_OBJECT¿¿0¿1891.v152-o422¿¿¿¿¿PDG_OBJECT
2110¿PDG_OBJECT¿¿0¿1891.v153-o423¿¿¿¿¿PDG_OBJECT
2111¿PDG_OBJECT¿¿0¿1891.v154-o424¿¿¿¿¿PDG_OBJECT
2112¿PDG_CALL¿¿1891¿1891.CALL->this.exec-o425¿¿¿¿¿PDG_CALL
2113¿PDG_OBJECT¿¿0¿1891.v155-o426¿¿¿¿¿PDG_OBJECT
2114¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2115¿PDG_RETURN¿¿0¿1891.RET_OBJ-o427¿¿¿¿¿PDG_RETURN
2116¿PDG_OBJECT¿¿0¿1894.v159-o428¿¿¿¿¿PDG_OBJECT
2117¿PDG_OBJECT¿¿0¿1894.v160-o429¿¿¿¿¿PDG_OBJECT
2118¿PDG_CALL¿¿1894¿1894.CALL->this.exec-o430¿¿¿¿¿PDG_CALL
2119¿PDG_OBJECT¿¿0¿1894.v161-o431¿¿¿¿¿PDG_OBJECT
2120¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2121¿PDG_RETURN¿¿0¿1894.RET_OBJ-o432¿¿¿¿¿PDG_RETURN
2122¿PDG_OBJECT¿¿0¿1897.v165-o433¿¿¿¿¿PDG_OBJECT
2123¿PDG_OBJECT¿¿0¿1897.v166-o434¿¿¿¿¿PDG_OBJECT
2124¿PDG_CALL¿¿1897¿1897.CALL->this.exec-o435¿¿¿¿¿PDG_CALL
2125¿PDG_OBJECT¿¿0¿1897.v167-o436¿¿¿¿¿PDG_OBJECT
2126¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2127¿PDG_RETURN¿¿0¿1897.RET_OBJ-o437¿¿¿¿¿PDG_RETURN
2128¿PDG_OBJECT¿¿0¿1900.v171-o438¿¿¿¿¿PDG_OBJECT
2129¿PDG_OBJECT¿¿0¿1900.v172-o439¿¿¿¿¿PDG_OBJECT
2130¿PDG_CALL¿¿1900¿1900.CALL->this.exec-o440¿¿¿¿¿PDG_CALL
2131¿PDG_OBJECT¿¿0¿1900.v173-o441¿¿¿¿¿PDG_OBJECT
2132¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2133¿PDG_RETURN¿¿0¿1900.RET_OBJ-o442¿¿¿¿¿PDG_RETURN
2134¿PDG_OBJECT¿¿0¿1903.v177-o443¿¿¿¿¿PDG_OBJECT
2135¿PDG_OBJECT¿¿0¿1903.v178-o444¿¿¿¿¿PDG_OBJECT
2136¿PDG_CALL¿¿1903¿1903.CALL->this.exec-o445¿¿¿¿¿PDG_CALL
2137¿PDG_OBJECT¿¿0¿1903.v179-o446¿¿¿¿¿PDG_OBJECT
2138¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2139¿PDG_RETURN¿¿0¿1903.RET_OBJ-o447¿¿¿¿¿PDG_RETURN
2140¿PDG_OBJECT¿¿0¿1906.v183-o448¿¿¿¿¿PDG_OBJECT
2141¿PDG_OBJECT¿¿0¿1906.v184-o449¿¿¿¿¿PDG_OBJECT
2142¿PDG_OBJECT¿¿0¿1906.v185-o450¿¿¿¿¿PDG_OBJECT
2143¿PDG_OBJECT¿¿0¿1906.v186-o451¿¿¿¿¿PDG_OBJECT
2144¿PDG_CALL¿¿1906¿1906.CALL->this.exec-o452¿¿¿¿¿PDG_CALL
2145¿PDG_OBJECT¿¿0¿1906.v187-o453¿¿¿¿¿PDG_OBJECT
2146¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2147¿PDG_RETURN¿¿0¿1906.RET_OBJ-o454¿¿¿¿¿PDG_RETURN
