Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1147¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":177,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Program
2115¿PDG_OBJECT¿¿0¿1997.options.outputFile-o337¿¿¿¿¿PDG_OBJECT
2116¿PDG_OBJECT¿¿0¿1997.v125-o338¿¿¿¿¿PDG_OBJECT
2117¿PDG_OBJECT¿¿0¿1997.command-o339¿¿¿¿¿PDG_OBJECT
2118¿PDG_CALL¿¿1997¿1997.CALL->print-o340¿¿¿¿¿PDG_CALL
2119¿PDG_OBJECT¿¿0¿1997.v126-o341¿¿¿¿¿PDG_OBJECT
2120¿PDG_OBJECT¿¿0¿1999.this-o342¿¿¿¿¿PDG_OBJECT
2121¿PDG_OBJECT¿¿0¿1999.err-o343¿¿¿¿¿PDG_OBJECT
2122¿PDG_OBJECT¿¿0¿1999.stdout-o344¿¿¿¿¿PDG_OBJECT
2123¿PDG_OBJECT¿¿0¿1999.stderr-o345¿¿¿¿¿PDG_OBJECT
2124¿PDG_OBJECT¿¿0¿1997.v133-o346¿¿¿¿¿PDG_OBJECT
2125¿PDG_CALL¿¿1997¿1997.CALL->exec-o347¿¿¿¿¿PDG_CALL
2126¿PDG_OBJECT¿¿0¿1997.child-o348¿¿¿¿¿PDG_OBJECT
2127¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2128¿PDG_OBJECT¿¿0¿1999.v127-o349¿¿¿¿¿PDG_OBJECT
2129¿PDG_CALL¿¿1999¿1999.CALL->console.log-o350¿¿¿¿¿PDG_CALL
2130¿PDG_OBJECT¿¿0¿1999.v128-o351¿¿¿¿¿PDG_OBJECT
2131¿PDG_OBJECT¿¿0¿1999.v129-o352¿¿¿¿¿PDG_OBJECT
2132¿PDG_OBJECT¿¿0¿1999.v130-o353¿¿¿¿¿PDG_OBJECT
2133¿PDG_CALL¿¿1999¿1999.CALL->console.log-o354¿¿¿¿¿PDG_CALL
2134¿PDG_OBJECT¿¿0¿1999.v131-o355¿¿¿¿¿PDG_OBJECT
2135¿PDG_CALL¿¿1999¿1999.CALL->callback-o356¿¿¿¿¿PDG_CALL
2136¿PDG_OBJECT¿¿0¿1999.v132-o357¿¿¿¿¿PDG_OBJECT
2137¿PDG_OBJECT¿¿0¿2003.options.config-o358¿¿¿¿¿PDG_OBJECT
2138¿PDG_OBJECT¿¿0¿2003.v134.iOS-o359¿¿¿¿¿PDG_OBJECT
2139¿PDG_OBJECT¿¿0¿2003.v135.images-o360¿¿¿¿¿PDG_OBJECT
2140¿PDG_OBJECT¿¿0¿2005.this-o361¿¿¿¿¿PDG_OBJECT
2141¿PDG_OBJECT¿¿0¿2005.image-o362¿¿¿¿¿PDG_OBJECT
2142¿PDG_OBJECT¿¿0¿2005.done-o363¿¿¿¿¿PDG_OBJECT
2143¿PDG_OBJECT¿¿0¿2003.handleImage-o364¿¿¿¿¿PDG_OBJECT
2144¿PDG_OBJECT¿¿0¿2009.this-o365¿¿¿¿¿PDG_OBJECT
2145¿PDG_OBJECT¿¿0¿2009.err-o366¿¿¿¿¿PDG_OBJECT
2146¿PDG_OBJECT¿¿0¿2003.v148-o367¿¿¿¿¿PDG_OBJECT
2147¿PDG_CALL¿¿2003¿2003.CALL->async.each-o368¿¿¿¿¿PDG_CALL
2148¿PDG_OBJECT¿¿0¿2003.v149-o369¿¿¿¿¿PDG_OBJECT
2149¿PDG_OBJECT¿¿0¿2005.image.size-o370¿¿¿¿¿PDG_OBJECT
2150¿PDG_CALL¿¿2005¿2005.CALL->getSize-o371¿¿¿¿¿PDG_CALL
2151¿PDG_OBJECT¿¿0¿2005.size-o372¿¿¿¿¿PDG_OBJECT
2152¿PDG_OBJECT¿¿0¿2005.image.scale-o373¿¿¿¿¿PDG_OBJECT
2153¿PDG_CALL¿¿2005¿2005.CALL->getSize-o374¿¿¿¿¿PDG_CALL
2154¿PDG_OBJECT¿¿0¿2005.scale-o375¿¿¿¿¿PDG_OBJECT
2155¿PDG_OBJECT¿¿0¿2005.finalSize-o376¿¿¿¿¿PDG_OBJECT
2156¿PDG_OBJECT¿¿0¿2005.options.iosOutputFolder-o377¿¿¿¿¿PDG_OBJECT
2157¿PDG_CALL¿¿2005¿2005.CALL->mkdirp.sync-o378¿¿¿¿¿PDG_CALL
2158¿PDG_OBJECT¿¿0¿2005.v138-o379¿¿¿¿¿PDG_OBJECT
2159¿PDG_OBJECT¿¿0¿2005.options.iosFilenamePrefix-o380¿¿¿¿¿PDG_OBJECT
2160¿PDG_OBJECT¿¿0¿2005.image.filename-o381¿¿¿¿¿PDG_OBJECT
2161¿PDG_OBJECT¿¿0¿2005.v141-o382¿¿¿¿¿PDG_OBJECT
2162¿PDG_CALL¿¿2005¿2005.CALL->path.join-o383¿¿¿¿¿PDG_CALL
2163¿PDG_OBJECT¿¿0¿2005.fileName-o384¿¿¿¿¿PDG_OBJECT
2164¿PDG_OBJECT¿¿0¿2005.options.originalIconFilename-o385¿¿¿¿¿PDG_OBJECT
2165¿PDG_OBJECT¿¿0¿2005.v143-o386¿¿¿¿¿PDG_OBJECT
2166¿PDG_OBJECT¿¿0¿2007.this-o387¿¿¿¿¿PDG_OBJECT
2167¿PDG_OBJECT¿¿0¿2007.err-o388¿¿¿¿¿PDG_OBJECT
2168¿PDG_OBJECT¿¿0¿2005.v145-o389¿¿¿¿¿PDG_OBJECT
2169¿PDG_CALL¿¿2005¿2005.CALL->executeResize-o390¿¿¿¿¿PDG_CALL
2170¿PDG_OBJECT¿¿0¿2005.v146-o391¿¿¿¿¿PDG_OBJECT
2171¿PDG_CALL¿¿2007¿2007.CALL->done-o392¿¿¿¿¿PDG_CALL
2172¿PDG_OBJECT¿¿0¿2007.v144-o393¿¿¿¿¿PDG_OBJECT
2173¿PDG_CALL¿¿2009¿2009.CALL->callback-o394¿¿¿¿¿PDG_CALL
2174¿PDG_OBJECT¿¿0¿2009.v147-o395¿¿¿¿¿PDG_OBJECT
2175¿PDG_OBJECT¿¿0¿2011.options.config-o396¿¿¿¿¿PDG_OBJECT
2176¿PDG_OBJECT¿¿0¿2011.v150.android-o397¿¿¿¿¿PDG_OBJECT
2177¿PDG_OBJECT¿¿0¿2011.v151.images-o398¿¿¿¿¿PDG_OBJECT
2178¿PDG_OBJECT¿¿0¿2013.this-o399¿¿¿¿¿PDG_OBJECT
2179¿PDG_OBJECT¿¿0¿2013.image-o400¿¿¿¿¿PDG_OBJECT
2180¿PDG_OBJECT¿¿0¿2013.done-o401¿¿¿¿¿PDG_OBJECT
2181¿PDG_OBJECT¿¿0¿2011.handleImage-o402¿¿¿¿¿PDG_OBJECT
2182¿PDG_OBJECT¿¿0¿2020.this-o403¿¿¿¿¿PDG_OBJECT
2183¿PDG_OBJECT¿¿0¿2020.err-o404¿¿¿¿¿PDG_OBJECT
2184¿PDG_OBJECT¿¿0¿2011.v174-o405¿¿¿¿¿PDG_OBJECT
2185¿PDG_CALL¿¿2011¿2011.CALL->async.each-o406¿¿¿¿¿PDG_CALL
2186¿PDG_OBJECT¿¿0¿2011.v175-o407¿¿¿¿¿PDG_OBJECT
2187¿PDG_OBJECT¿¿0¿2013.image.baseRatio-o408¿¿¿¿¿PDG_OBJECT
2188¿PDG_OBJECT¿¿0¿2013.options.androidBaseSize-o409¿¿¿¿¿PDG_OBJECT
2189¿PDG_OBJECT¿¿0¿2013.v155-o410¿¿¿¿¿PDG_OBJECT
2190¿PDG_CALL¿¿2013¿2013.CALL->getSizeFromRatio-o411¿¿¿¿¿PDG_CALL
2191¿PDG_OBJECT¿¿0¿2013.size-o412¿¿¿¿¿PDG_OBJECT
2192¿PDG_OBJECT¿¿0¿2013.image.ratio-o413¿¿¿¿¿PDG_OBJECT
2193¿PDG_OBJECT¿¿0¿2013.options.originalSize-o414¿¿¿¿¿PDG_OBJECT
2194¿PDG_OBJECT¿¿0¿2013.v159-o415¿¿¿¿¿PDG_OBJECT
2195¿PDG_CALL¿¿2013¿2013.CALL->getSizeFromRatio-o416¿¿¿¿¿PDG_CALL
2196¿PDG_OBJECT¿¿0¿2013.size-o417¿¿¿¿¿PDG_OBJECT
2197¿PDG_OBJECT¿¿0¿2013.image.size-o418¿¿¿¿¿PDG_OBJECT
2198¿PDG_CALL¿¿2013¿2013.CALL->getSize-o419¿¿¿¿¿PDG_CALL
2199¿PDG_OBJECT¿¿0¿2013.size-o420¿¿¿¿¿PDG_OBJECT
2200¿PDG_CALL¿¿2013¿2013.CALL->Error-o421¿¿¿¿¿PDG_CALL
2201¿PDG_OBJECT¿¿0¿2013.v162-o422¿¿¿¿¿PDG_OBJECT
2202¿PDG_CALL¿¿2013¿2013.CALL->done-o423¿¿¿¿¿PDG_CALL
2203¿PDG_OBJECT¿¿0¿2013.v163-o424¿¿¿¿¿PDG_OBJECT
2204¿PDG_RETURN¿¿0¿2013.RET_OBJ-o425¿¿¿¿¿PDG_RETURN
2205¿PDG_OBJECT¿¿0¿2013.options.androidOutputFolder-o426¿¿¿¿¿PDG_OBJECT
2206¿PDG_OBJECT¿¿0¿2013.image.folder-o427¿¿¿¿¿PDG_OBJECT
2207¿PDG_CALL¿¿2013¿2013.CALL->path.join-o428¿¿¿¿¿PDG_CALL
2208¿PDG_OBJECT¿¿0¿2013.baseFolder-o429¿¿¿¿¿PDG_OBJECT
2209¿PDG_CALL¿¿2013¿2013.CALL->mkdirp.sync-o430¿¿¿¿¿PDG_CALL
2210¿PDG_OBJECT¿¿0¿2013.v166-o431¿¿¿¿¿PDG_OBJECT
2211¿PDG_OBJECT¿¿0¿2013.options.androidOutputFilename-o432¿¿¿¿¿PDG_OBJECT
2212¿PDG_CALL¿¿2013¿2013.CALL->path.join-o433¿¿¿¿¿PDG_CALL
2213¿PDG_OBJECT¿¿0¿2013.fileName-o434¿¿¿¿¿PDG_OBJECT
2214¿PDG_OBJECT¿¿0¿2013.options.originalIconFilename-o435¿¿¿¿¿PDG_OBJECT
2215¿PDG_OBJECT¿¿0¿2013.v169-o436¿¿¿¿¿PDG_OBJECT
2216¿PDG_OBJECT¿¿0¿2018.this-o437¿¿¿¿¿PDG_OBJECT
2217¿PDG_OBJECT¿¿0¿2018.err-o438¿¿¿¿¿PDG_OBJECT
2218¿PDG_OBJECT¿¿0¿2013.v171-o439¿¿¿¿¿PDG_OBJECT
2219¿PDG_CALL¿¿2013¿2013.CALL->executeResize-o440¿¿¿¿¿PDG_CALL
2220¿PDG_OBJECT¿¿0¿2013.v172-o441¿¿¿¿¿PDG_OBJECT
2221¿PDG_CALL¿¿2018¿2018.CALL->done-o442¿¿¿¿¿PDG_CALL
2222¿PDG_OBJECT¿¿0¿2018.v170-o443¿¿¿¿¿PDG_OBJECT
2223¿PDG_CALL¿¿2020¿2020.CALL->callback-o444¿¿¿¿¿PDG_CALL
2224¿PDG_OBJECT¿¿0¿2020.v173-o445¿¿¿¿¿PDG_OBJECT
2225¿PDG_OBJECT¿¿0¿2022.v176-o446¿¿¿¿¿PDG_OBJECT
2226¿PDG_OBJECT¿¿0¿2022.options.platformsToBuild-o447¿¿¿¿¿PDG_OBJECT
2227¿PDG_OBJECT¿¿0¿2022.defaults.PLATFORMS_TO_BUILD-o448¿¿¿¿¿PDG_OBJECT
2228¿PDG_OBJECT¿¿0¿2022.options-o449¿¿¿¿¿PDG_OBJECT
2229¿PDG_OBJECT¿¿0¿2022.options.platformsToBuild-o450¿¿¿¿¿PDG_OBJECT
2230¿PDG_OBJECT¿¿0¿2022.options.originalIconFilename-o451¿¿¿¿¿PDG_OBJECT
2231¿PDG_OBJECT¿¿0¿2022.defaults.ORIGINAL_ICON_FILE_NAME-o452¿¿¿¿¿PDG_OBJECT
2232¿PDG_OBJECT¿¿0¿2022.options-o453¿¿¿¿¿PDG_OBJECT
2233¿PDG_OBJECT¿¿0¿2022.options.originalIconFilename-o454¿¿¿¿¿PDG_OBJECT
2234¿PDG_OBJECT¿¿0¿2022.options.iosFilenamePrefix-o455¿¿¿¿¿PDG_OBJECT
2235¿PDG_OBJECT¿¿0¿2022.defaults.IOS_FILE_NAME_PREFIX-o456¿¿¿¿¿PDG_OBJECT
2236¿PDG_OBJECT¿¿0¿2022.options-o457¿¿¿¿¿PDG_OBJECT
2237¿PDG_OBJECT¿¿0¿2022.options.iosFilenamePrefix-o458¿¿¿¿¿PDG_OBJECT
2238¿PDG_OBJECT¿¿0¿2022.options.iosOutputFolder-o459¿¿¿¿¿PDG_OBJECT
2239¿PDG_OBJECT¿¿0¿2022.defaults.IOS_OUTPUT_FOLDER-o460¿¿¿¿¿PDG_OBJECT
2240¿PDG_OBJECT¿¿0¿2022.options-o461¿¿¿¿¿PDG_OBJECT
2241¿PDG_OBJECT¿¿0¿2022.options.iosOutputFolder-o462¿¿¿¿¿PDG_OBJECT
2242¿PDG_OBJECT¿¿0¿2022.options.androidOutputFolder-o463¿¿¿¿¿PDG_OBJECT
2243¿PDG_OBJECT¿¿0¿2022.defaults.ANDROID_OUTPUT_FOLDER-o464¿¿¿¿¿PDG_OBJECT
2244¿PDG_OBJECT¿¿0¿2022.options-o465¿¿¿¿¿PDG_OBJECT
2245¿PDG_OBJECT¿¿0¿2022.options.androidOutputFolder-o466¿¿¿¿¿PDG_OBJECT
2246¿PDG_OBJECT¿¿0¿2022.options.androidOutputFilename-o467¿¿¿¿¿PDG_OBJECT
2247¿PDG_OBJECT¿¿0¿2022.options.originalIconFilename-o468¿¿¿¿¿PDG_OBJECT
2248¿PDG_CALL¿¿2022¿2022.CALL->path.basename-o469¿¿¿¿¿PDG_CALL
2249¿PDG_OBJECT¿¿0¿2022.v189-o470¿¿¿¿¿PDG_OBJECT
2250¿PDG_OBJECT¿¿0¿2022.options-o471¿¿¿¿¿PDG_OBJECT
2251¿PDG_OBJECT¿¿0¿2022.options.androidOutputFilename-o472¿¿¿¿¿PDG_OBJECT
2252¿PDG_OBJECT¿¿0¿2022.options.androidBaseSize-o473¿¿¿¿¿PDG_OBJECT
2253¿PDG_OBJECT¿¿0¿2022.options-o474¿¿¿¿¿PDG_OBJECT
2254¿PDG_OBJECT¿¿0¿2022.options.androidBaseSize-o475¿¿¿¿¿PDG_OBJECT
2255¿PDG_OBJECT¿¿0¿2022.options.originalIconFilename-o476¿¿¿¿¿PDG_OBJECT
2256¿PDG_CALL¿¿2022¿2022.CALL->sizeOf-o477¿¿¿¿¿PDG_CALL
2257¿PDG_OBJECT¿¿0¿2022.dimensions-o478¿¿¿¿¿PDG_OBJECT
2258¿PDG_OBJECT¿¿0¿2022.dimensions.width-o479¿¿¿¿¿PDG_OBJECT
2259¿PDG_OBJECT¿¿0¿2022.dimensions.height-o480¿¿¿¿¿PDG_OBJECT
2260¿PDG_CALL¿¿2022¿2022.CALL->Math.max-o481¿¿¿¿¿PDG_CALL
2261¿PDG_OBJECT¿¿0¿2022.v195-o482¿¿¿¿¿PDG_OBJECT
2262¿PDG_OBJECT¿¿0¿2022.options-o483¿¿¿¿¿PDG_OBJECT
2263¿PDG_OBJECT¿¿0¿2022.options.originalSize-o484¿¿¿¿¿PDG_OBJECT
2264¿PDG_OBJECT¿¿0¿2022.options.config-o485¿¿¿¿¿PDG_OBJECT
2265¿PDG_CALL¿¿2022¿2022.CALL->path.resolve-o486¿¿¿¿¿PDG_CALL
2266¿PDG_OBJECT¿¿0¿2022.v198-o487¿¿¿¿¿PDG_OBJECT
2267¿PDG_CALL¿¿2022¿2022.CALL->require-o488¿¿¿¿¿PDG_CALL
2268¿PDG_OBJECT¿¿0¿2022.v199-o489¿¿¿¿¿PDG_OBJECT
2269¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
2270¿PDG_CALL¿¿2022¿2022.CALL->require-o490¿¿¿¿¿PDG_CALL
2271¿PDG_OBJECT¿¿0¿2022.v200-o491¿¿¿¿¿PDG_OBJECT
2272¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
2273¿PDG_OBJECT¿¿0¿2022.v201-o492¿¿¿¿¿PDG_OBJECT
2274¿PDG_OBJECT¿¿0¿2022.options-o493¿¿¿¿¿PDG_OBJECT
2275¿PDG_OBJECT¿¿0¿2022.options.config-o494¿¿¿¿¿PDG_OBJECT
2276¿PDG_OBJECT¿¿0¿2022.options.platformsToBuild-o495¿¿¿¿¿PDG_OBJECT
2277¿PDG_OBJECT¿¿0¿2025.this-o496¿¿¿¿¿PDG_OBJECT
2278¿PDG_OBJECT¿¿0¿2025.item-o497¿¿¿¿¿PDG_OBJECT
2279¿PDG_OBJECT¿¿0¿2025.done-o498¿¿¿¿¿PDG_OBJECT
2280¿PDG_OBJECT¿¿0¿2022.v211-o499¿¿¿¿¿PDG_OBJECT
2281¿PDG_CALL¿¿2022¿2022.CALL->async.each-o500¿¿¿¿¿PDG_CALL
2282¿PDG_OBJECT¿¿0¿2022.v212-o501¿¿¿¿¿PDG_OBJECT
2283¿PDG_OBJECT¿¿0¿2025.platformConverters.*-o502¿¿¿¿¿PDG_OBJECT
2284¿PDG_OBJECT¿¿0¿2025.v205-o503¿¿¿¿¿PDG_OBJECT
2285¿PDG_OBJECT¿¿0¿2025.v206-o504¿¿¿¿¿PDG_OBJECT
2286¿PDG_OBJECT¿¿0¿2025.v207-o505¿¿¿¿¿PDG_OBJECT
2287¿PDG_CALL¿¿2025¿2025.CALL->Error-o506¿¿¿¿¿PDG_CALL
2288¿PDG_OBJECT¿¿0¿2025.v208-o507¿¿¿¿¿PDG_OBJECT
2289¿PDG_CALL¿¿2025¿2025.CALL->done-o508¿¿¿¿¿PDG_CALL
2290¿PDG_OBJECT¿¿0¿2025.v209-o509¿¿¿¿¿PDG_OBJECT
2291¿PDG_RETURN¿¿0¿2025.RET_OBJ-o510¿¿¿¿¿PDG_RETURN
2292¿PDG_CALL¿¿2025¿2025.CALL->platformConverters.item-o511¿¿¿¿¿PDG_CALL
2293¿PDG_OBJECT¿¿0¿2025.v210-o512¿¿¿¿¿PDG_OBJECT
