Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1604¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Program
2466¿Identifier¿¿2868¿n¿¿¿{"start":{"line":125,"column":42},"end":{"line":125,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2467¿VariableDeclarator¿¿2868¿v245¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2468¿MemberExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2469¿Identifier¿¿2868¿v244¿¿¿¿¿Identifier
2470¿Identifier¿¿2868¿data¿¿¿{"start":{"line":125,"column":45},"end":{"line":125,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2471¿VariableDeclarator¿¿2868¿v246¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2472¿CallExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2473¿MemberExpression¿¿2868¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2474¿Identifier¿¿2868¿console¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2475¿Identifier¿¿2868¿log¿¿¿{"start":{"line":125,"column":20},"end":{"line":125,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2476¿Identifier¿¿2868¿v245¿¿¿¿¿Identifier
2477¿ExpressionStatement¿¿2868¿¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2478¿Identifier¿¿2868¿v246¿¿¿¿¿Identifier
2479¿BlockStatement¿¿2868¿¿¿¿{"start":{"line":124,"column":26},"end":{"line":126,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2480¿BlockStatement¿¿2868¿¿¿¿{"start":{"line":118,"column":30},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2481¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2482¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2483¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2484¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2485¿Identifier¿¿2821¿data¿¿¿{"start":{"line":118,"column":9},"end":{"line":118,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2486¿Identifier¿¿2821¿v247¿¿¿¿¿Identifier
2487¿VariableDeclarator¿¿2821¿v257¿¿¿{"start":{"line":128,"column":4},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2488¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":128,"column":16},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2489¿Identifier¿¿0¿msg¿¿¿{"start":{"line":128,"column":25},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2490¿VariableDeclarator¿¿2873¿n¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2491¿Literal¿string¿2873¿¿''¿¿{"start":{"line":129,"column":16},"end":{"line":129,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2492¿VariableDeclarator¿¿2873¿i¿¿¿{"start":{"line":130,"column":17},"end":{"line":130,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2493¿Literal¿number¿2873¿¿0¿¿{"start":{"line":130,"column":21},"end":{"line":130,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2494¿VariableDeclarator¿¿2873¿v248¿¿¿{"start":{"line":130,"column":28},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2495¿MemberExpression¿¿2873¿¿¿¿{"start":{"line":130,"column":28},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2496¿Identifier¿¿2873¿arguments¿¿¿{"start":{"line":130,"column":28},"end":{"line":130,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2497¿Identifier¿¿2873¿length¿¿¿{"start":{"line":130,"column":38},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2498¿VariableDeclarator¿¿2873¿v249¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2499¿BinaryExpression¿<¿2873¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2500¿Identifier¿¿2873¿i¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2501¿Identifier¿¿2873¿v248¿¿¿¿¿Identifier
2502¿WhileStatement¿¿2873¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":133,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2503¿Identifier¿¿2873¿v249¿¿¿¿¿Identifier
2504¿VariableDeclarator¿¿2873¿v251¿¿¿{"start":{"line":131,"column":16},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2505¿BinaryExpression¿>¿2873¿¿¿¿{"start":{"line":131,"column":16},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2506¿Identifier¿¿2873¿i¿¿¿{"start":{"line":131,"column":16},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2507¿Literal¿number¿2873¿¿0¿¿{"start":{"line":131,"column":20},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2508¿IfStatement¿¿2873¿¿¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2509¿Identifier¿¿2873¿v251¿¿¿¿¿Identifier
2510¿ExpressionStatement¿¿2873¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2511¿AssignmentExpression¿+=¿2873¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2512¿Identifier¿¿2873¿n¿¿¿{"start":{"line":131,"column":23},"end":{"line":131,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2513¿Literal¿string¿2873¿¿','¿¿{"start":{"line":131,"column":28},"end":{"line":131,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2514¿BlockStatement¿¿2873¿¿¿¿¿¿BlockStatement
2515¿VariableDeclarator¿¿2873¿v252¿¿¿{"start":{"line":132,"column":32},"end":{"line":132,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2516¿MemberExpression¿computed¿2873¿¿¿¿{"start":{"line":132,"column":32},"end":{"line":132,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2517¿Identifier¿¿2873¿arguments¿¿¿{"start":{"line":132,"column":32},"end":{"line":132,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2518¿Identifier¿¿2873¿i¿¿¿{"start":{"line":132,"column":42},"end":{"line":132,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2519¿ExpressionStatement¿¿2873¿¿¿¿{"start":{"line":132,"column":12},"end":{"line":132,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2520¿AssignmentExpression¿+=¿2873¿¿¿¿{"start":{"line":132,"column":12},"end":{"line":132,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2521¿Identifier¿¿2873¿n¿¿¿{"start":{"line":132,"column":12},"end":{"line":132,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2522¿CallExpression¿¿2873¿¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2523¿MemberExpression¿¿2873¿¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2524¿Identifier¿¿2873¿JSON¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2525¿Identifier¿¿2873¿stringify¿¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2526¿Identifier¿¿2873¿v252¿¿¿¿¿Identifier
2527¿VariableDeclarator¿¿2873¿v250¿¿¿{"start":{"line":130,"column":46},"end":{"line":130,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2528¿UpdateExpression¿¿2873¿¿¿¿{"start":{"line":130,"column":46},"end":{"line":130,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2529¿Identifier¿¿2873¿i¿¿¿{"start":{"line":130,"column":46},"end":{"line":130,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2530¿ExpressionStatement¿¿2873¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":133,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2531¿AssignmentExpression¿=¿2873¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":133,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2532¿Identifier¿¿2873¿v249¿¿¿{"start":{"line":130,"column":8},"end":{"line":133,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2533¿BinaryExpression¿<¿2873¿¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2534¿Identifier¿¿2873¿i¿¿¿{"start":{"line":130,"column":24},"end":{"line":130,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2535¿Identifier¿¿2873¿v248¿¿¿¿¿Identifier
2536¿BlockStatement¿¿2873¿¿¿¿¿¿BlockStatement
2537¿IfStatement¿¿2873¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":136,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2538¿Identifier¿¿2873¿isDebuggable¿¿¿{"start":{"line":134,"column":12},"end":{"line":134,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2539¿VariableDeclarator¿¿2873¿v253¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2540¿CallExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2541¿MemberExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2542¿ThisExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2543¿Identifier¿¿2873¿getTime¿¿¿{"start":{"line":135,"column":30},"end":{"line":135,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2544¿VariableDeclarator¿¿2873¿v254¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2545¿BinaryExpression¿+¿2873¿¿¿¿{"start":{"line":135,"column":25},"end":{"line":135,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2546¿Identifier¿¿2873¿v253¿¿¿¿¿Identifier
2547¿Identifier¿¿2873¿n¿¿¿{"start":{"line":135,"column":42},"end":{"line":135,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2548¿VariableDeclarator¿¿2873¿v255¿¿¿{"start":{"line":135,"column":24},"end":{"line":135,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2549¿MemberExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":24},"end":{"line":135,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2550¿Identifier¿¿2873¿v254¿¿¿¿¿Identifier
2551¿Identifier¿¿2873¿help¿¿¿{"start":{"line":135,"column":45},"end":{"line":135,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2552¿VariableDeclarator¿¿2873¿v256¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2553¿CallExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2554¿MemberExpression¿¿2873¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2555¿Identifier¿¿2873¿console¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2556¿Identifier¿¿2873¿log¿¿¿{"start":{"line":135,"column":20},"end":{"line":135,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2557¿Identifier¿¿2873¿v255¿¿¿¿¿Identifier
2558¿ExpressionStatement¿¿2873¿¿¿¿{"start":{"line":135,"column":12},"end":{"line":135,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2559¿Identifier¿¿2873¿v256¿¿¿¿¿Identifier
2560¿BlockStatement¿¿2873¿¿¿¿{"start":{"line":134,"column":26},"end":{"line":136,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2561¿BlockStatement¿¿2873¿¿¿¿{"start":{"line":128,"column":30},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2562¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2563¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2564¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2565¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2566¿Identifier¿¿2821¿help¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2567¿Identifier¿¿2821¿v257¿¿¿¿¿Identifier
2568¿VariableDeclarator¿¿2821¿v267¿¿¿{"start":{"line":138,"column":4},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2569¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":138,"column":16},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2570¿Identifier¿¿0¿msg¿¿¿{"start":{"line":138,"column":25},"end":{"line":138,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2571¿VariableDeclarator¿¿2878¿n¿¿¿{"start":{"line":139,"column":12},"end":{"line":139,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2572¿Literal¿string¿2878¿¿''¿¿{"start":{"line":139,"column":16},"end":{"line":139,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2573¿VariableDeclarator¿¿2878¿i¿¿¿{"start":{"line":140,"column":17},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2574¿Literal¿number¿2878¿¿0¿¿{"start":{"line":140,"column":21},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2575¿VariableDeclarator¿¿2878¿v258¿¿¿{"start":{"line":140,"column":28},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2576¿MemberExpression¿¿2878¿¿¿¿{"start":{"line":140,"column":28},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2577¿Identifier¿¿2878¿arguments¿¿¿{"start":{"line":140,"column":28},"end":{"line":140,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2578¿Identifier¿¿2878¿length¿¿¿{"start":{"line":140,"column":38},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2579¿VariableDeclarator¿¿2878¿v259¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2580¿BinaryExpression¿<¿2878¿¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2581¿Identifier¿¿2878¿i¿¿¿{"start":{"line":140,"column":24},"end":{"line":140,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2582¿Identifier¿¿2878¿v258¿¿¿¿¿Identifier
2583¿WhileStatement¿¿2878¿¿¿¿{"start":{"line":140,"column":8},"end":{"line":143,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2584¿Identifier¿¿2878¿v259¿¿¿¿¿Identifier
2585¿VariableDeclarator¿¿2878¿v261¿¿¿{"start":{"line":141,"column":16},"end":{"line":141,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2586¿BinaryExpression¿>¿2878¿¿¿¿{"start":{"line":141,"column":16},"end":{"line":141,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
