Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1079¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Program
1923¿PDG_OBJECT¿¿0¿1835.Killer-o295¿¿¿¿¿PDG_OBJECT
1924¿PDG_OBJECT¿¿0¿1835.Killer.unixKill-o296¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1835.Killer-o297¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1835.Killer.is_class-o298¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1835.exports-o299¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿0¿1835.exports.Killer-o300¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿0¿1837.v111-o301¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿0¿1839.this-o302¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿0¿1839.resolve-o303¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1839.reject-o304¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿0¿1837.v131-o305¿¿¿¿¿PDG_OBJECT
1934¿PDG_CALL¿¿1837¿1837.CALL->v111-o306¿¿¿¿¿PDG_CALL
1935¿PDG_OBJECT¿¿0¿1837.v132-o307¿¿¿¿¿PDG_OBJECT
1936¿PDG_RETURN¿¿0¿1837.RET_OBJ-o308¿¿¿¿¿PDG_RETURN
1937¿PDG_OBJECT¿¿0¿1841.this-o309¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿0¿1841.value-o310¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿0¿1839.fulfilled-o311¿¿¿¿¿PDG_OBJECT
1940¿PDG_OBJECT¿¿0¿1844.this-o312¿¿¿¿¿PDG_OBJECT
1941¿PDG_OBJECT¿¿0¿1844.value-o313¿¿¿¿¿PDG_OBJECT
1942¿PDG_OBJECT¿¿0¿1839.rejected-o314¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿0¿1847.this-o315¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿0¿1847.result-o316¿¿¿¿¿PDG_OBJECT
1945¿PDG_OBJECT¿¿0¿1839.step-o317¿¿¿¿¿PDG_OBJECT
1946¿PDG_OBJECT¿¿0¿1839.v127-o318¿¿¿¿¿PDG_OBJECT
1947¿PDG_CALL¿¿1839¿1839.CALL->undefined.next-o319¿¿¿¿¿PDG_CALL
1948¿PDG_OBJECT¿¿0¿1839.v129-o320¿¿¿¿¿PDG_OBJECT
1949¿PDG_CALL¿¿1839¿1839.CALL->step-o321¿¿¿¿¿PDG_CALL
1950¿PDG_OBJECT¿¿0¿1839.v130-o322¿¿¿¿¿PDG_OBJECT
1951¿PDG_CALL¿¿1841¿1841.CALL->generator.next-o323¿¿¿¿¿PDG_CALL
1952¿PDG_OBJECT¿¿0¿1841.v112-o324¿¿¿¿¿PDG_OBJECT
1953¿PDG_CALL¿¿1841¿1841.CALL->step-o325¿¿¿¿¿PDG_CALL
1954¿PDG_OBJECT¿¿0¿1841.v113-o326¿¿¿¿¿PDG_OBJECT
1955¿PDG_CALL¿¿1841¿1841.CALL->reject-o327¿¿¿¿¿PDG_CALL
1956¿PDG_OBJECT¿¿0¿1841.v114-o328¿¿¿¿¿PDG_OBJECT
1957¿PDG_CALL¿¿1844¿1844.CALL->generator.undefined-o329¿¿¿¿¿PDG_CALL
1958¿PDG_OBJECT¿¿0¿1844.v115-o330¿¿¿¿¿PDG_OBJECT
1959¿PDG_CALL¿¿1844¿1844.CALL->step-o331¿¿¿¿¿PDG_CALL
1960¿PDG_OBJECT¿¿0¿1844.v116-o332¿¿¿¿¿PDG_OBJECT
1961¿PDG_CALL¿¿1844¿1844.CALL->reject-o333¿¿¿¿¿PDG_CALL
1962¿PDG_OBJECT¿¿0¿1844.v117-o334¿¿¿¿¿PDG_OBJECT
1963¿PDG_OBJECT¿¿0¿1847.result.done-o335¿¿¿¿¿PDG_OBJECT
1964¿PDG_OBJECT¿¿0¿1847.result.value-o336¿¿¿¿¿PDG_OBJECT
1965¿PDG_CALL¿¿1847¿1847.CALL->resolve-o337¿¿¿¿¿PDG_CALL
1966¿PDG_OBJECT¿¿0¿1847.v120-o338¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿0¿1849.this-o339¿¿¿¿¿PDG_OBJECT
1968¿PDG_OBJECT¿¿0¿1849.resolve-o340¿¿¿¿¿PDG_OBJECT
1969¿PDG_OBJECT¿¿0¿1847.v123-o341¿¿¿¿¿PDG_OBJECT
1970¿PDG_CALL¿¿1847¿1847.CALL->P-o342¿¿¿¿¿PDG_CALL
1971¿PDG_OBJECT¿¿0¿1847.v124-o343¿¿¿¿¿PDG_OBJECT
1972¿PDG_CALL¿¿1847¿1847.CALL->v124.then-o344¿¿¿¿¿PDG_CALL
1973¿PDG_OBJECT¿¿0¿1847.v125-o345¿¿¿¿¿PDG_OBJECT
1974¿PDG_OBJECT¿¿0¿1847.v126-o346¿¿¿¿¿PDG_OBJECT
1975¿PDG_CALL¿¿1849¿1849.CALL->resolve-o347¿¿¿¿¿PDG_CALL
1976¿PDG_OBJECT¿¿0¿1849.v122-o348¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿0¿1852.this-o349¿¿¿¿¿PDG_OBJECT
1978¿PDG_OBJECT¿¿0¿1852.this.ports-o350¿¿¿¿¿PDG_OBJECT
1979¿PDG_OBJECT¿¿0¿1852.this-o351¿¿¿¿¿PDG_OBJECT
1980¿PDG_OBJECT¿¿0¿1852.this.options-o352¿¿¿¿¿PDG_OBJECT
1981¿PDG_OBJECT¿¿0¿1856.this-o353¿¿¿¿¿PDG_OBJECT
1982¿PDG_OBJECT¿¿0¿1854.v144-o354¿¿¿¿¿PDG_OBJECT
1983¿PDG_CALL¿¿1854¿1854.CALL->__awaiter-o355¿¿¿¿¿PDG_CALL
1984¿PDG_OBJECT¿¿0¿1854.v145-o356¿¿¿¿¿PDG_OBJECT
1985¿PDG_RETURN¿¿0¿1854.RET_OBJ-o357¿¿¿¿¿PDG_RETURN
1986¿PDG_OBJECT¿¿0¿1856.killFunc-o358¿¿¿¿¿PDG_OBJECT
1987¿PDG_CALL¿¿1856¿1856.CALL->os_1.platform-o359¿¿¿¿¿PDG_CALL
1988¿PDG_OBJECT¿¿0¿1856.v138-o360¿¿¿¿¿PDG_OBJECT
1989¿PDG_OBJECT¿¿0¿1856.v139-o361¿¿¿¿¿PDG_OBJECT
1990¿PDG_OBJECT¿¿0¿1856.this.win32Kill-o362¿¿¿¿¿PDG_OBJECT
1991¿PDG_OBJECT¿¿0¿1856.this.unixKill-o363¿¿¿¿¿PDG_OBJECT
1992¿PDG_OBJECT¿¿0¿1856.this.ports-o364¿¿¿¿¿PDG_OBJECT
1993¿PDG_CALL¿¿1856¿1856.CALL->v142.map-o365¿¿¿¿¿PDG_CALL
1994¿PDG_OBJECT¿¿0¿1856.promises-o366¿¿¿¿¿PDG_OBJECT
1995¿PDG_CALL¿¿1856¿1856.CALL->Promise.all-o367¿¿¿¿¿PDG_CALL
1996¿PDG_OBJECT¿¿0¿1856.v143-o368¿¿¿¿¿PDG_OBJECT
1997¿PDG_RETURN¿¿0¿1856.RET_OBJ-o369¿¿¿¿¿PDG_RETURN
1998¿PDG_OBJECT¿¿0¿1861.this-o370¿¿¿¿¿PDG_OBJECT
1999¿PDG_OBJECT¿¿0¿1859.v172-o371¿¿¿¿¿PDG_OBJECT
2000¿PDG_CALL¿¿1859¿1859.CALL->__awaiter-o372¿¿¿¿¿PDG_CALL
2001¿PDG_OBJECT¿¿0¿1859.v173-o373¿¿¿¿¿PDG_OBJECT
2002¿PDG_RETURN¿¿0¿1859.RET_OBJ-o374¿¿¿¿¿PDG_RETURN
2003¿PDG_CALL¿¿1861¿1861.CALL->pidFromPort-o375¿¿¿¿¿PDG_CALL
2004¿PDG_OBJECT¿¿0¿1861.v148-o376¿¿¿¿¿PDG_OBJECT
2005¿PDG_OBJECT¿¿0¿1863.this-o377¿¿¿¿¿PDG_OBJECT
2006¿PDG_OBJECT¿¿0¿1863.resolve-o378¿¿¿¿¿PDG_OBJECT
2007¿PDG_OBJECT¿¿0¿1863.reject-o379¿¿¿¿¿PDG_OBJECT
2008¿PDG_OBJECT¿¿0¿1861.v170-o380¿¿¿¿¿PDG_OBJECT
2009¿PDG_CALL¿¿1861¿1861.CALL->Promise-o381¿¿¿¿¿PDG_CALL
2010¿PDG_OBJECT¿¿0¿1861.v171-o382¿¿¿¿¿PDG_OBJECT
2011¿PDG_RETURN¿¿0¿1861.RET_OBJ-o383¿¿¿¿¿PDG_RETURN
2012¿PDG_CALL¿¿1863¿1863.CALL->pid.toString-o384¿¿¿¿¿PDG_CALL
2013¿PDG_OBJECT¿¿0¿1863.v149-o385¿¿¿¿¿PDG_OBJECT
2014¿PDG_OBJECT¿¿0¿1863.v150-o386¿¿¿¿¿PDG_OBJECT
2015¿PDG_OBJECT¿¿0¿1863.v150.0-o387¿¿¿¿¿PDG_OBJECT
2016¿PDG_OBJECT¿¿0¿1863.v150.1-o388¿¿¿¿¿PDG_OBJECT
2017¿PDG_OBJECT¿¿0¿1863.v150.2-o389¿¿¿¿¿PDG_OBJECT
2018¿PDG_OBJECT¿¿0¿1863.v150.3-o390¿¿¿¿¿PDG_OBJECT
2019¿PDG_CALL¿¿1863¿1863.CALL->child_process_1.spawn-o391¿¿¿¿¿PDG_CALL
2020¿PDG_OBJECT¿¿0¿1863.taskkill-o392¿¿¿¿¿PDG_OBJECT
2021¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
2022¿PDG_OBJECT¿¿0¿1863.taskkill.stdout-o393¿¿¿¿¿PDG_OBJECT
2023¿PDG_OBJECT¿¿0¿1865.this-o394¿¿¿¿¿PDG_OBJECT
2024¿PDG_OBJECT¿¿0¿1865.data-o395¿¿¿¿¿PDG_OBJECT
2025¿PDG_OBJECT¿¿0¿1863.v154-o396¿¿¿¿¿PDG_OBJECT
2026¿PDG_CALL¿¿1863¿1863.CALL->v151.on-o397¿¿¿¿¿PDG_CALL
2027¿PDG_OBJECT¿¿0¿1863.v155-o398¿¿¿¿¿PDG_OBJECT
2028¿PDG_OBJECT¿¿0¿1863.taskkill.stderr-o399¿¿¿¿¿PDG_OBJECT
2029¿PDG_OBJECT¿¿0¿1867.this-o400¿¿¿¿¿PDG_OBJECT
2030¿PDG_OBJECT¿¿0¿1867.data-o401¿¿¿¿¿PDG_OBJECT
2031¿PDG_OBJECT¿¿0¿1863.v159-o402¿¿¿¿¿PDG_OBJECT
2032¿PDG_CALL¿¿1863¿1863.CALL->v156.on-o403¿¿¿¿¿PDG_CALL
2033¿PDG_OBJECT¿¿0¿1863.v160-o404¿¿¿¿¿PDG_OBJECT
2034¿PDG_OBJECT¿¿0¿1869.this-o405¿¿¿¿¿PDG_OBJECT
2035¿PDG_OBJECT¿¿0¿1869.code-o406¿¿¿¿¿PDG_OBJECT
2036¿PDG_OBJECT¿¿0¿1869.signal-o407¿¿¿¿¿PDG_OBJECT
2037¿PDG_OBJECT¿¿0¿1863.v165-o408¿¿¿¿¿PDG_OBJECT
2038¿PDG_CALL¿¿1863¿1863.CALL->taskkill.on-o409¿¿¿¿¿PDG_CALL
2039¿PDG_OBJECT¿¿0¿1863.v166-o410¿¿¿¿¿PDG_OBJECT
2040¿PDG_OBJECT¿¿0¿1872.this-o411¿¿¿¿¿PDG_OBJECT
2041¿PDG_OBJECT¿¿0¿1872.err-o412¿¿¿¿¿PDG_OBJECT
2042¿PDG_OBJECT¿¿0¿1863.v168-o413¿¿¿¿¿PDG_OBJECT
2043¿PDG_CALL¿¿1863¿1863.CALL->taskkill.on-o414¿¿¿¿¿PDG_CALL
2044¿PDG_OBJECT¿¿0¿1863.v169-o415¿¿¿¿¿PDG_OBJECT
2045¿PDG_CALL¿¿1865¿1865.CALL->data.toString-o416¿¿¿¿¿PDG_CALL
2046¿PDG_OBJECT¿¿0¿1865.v152-o417¿¿¿¿¿PDG_OBJECT
2047¿PDG_CALL¿¿1865¿1865.CALL->console.log-o418¿¿¿¿¿PDG_CALL
2048¿PDG_OBJECT¿¿0¿1865.v153-o419¿¿¿¿¿PDG_OBJECT
2049¿PDG_RETURN¿¿0¿1865.RET_OBJ-o420¿¿¿¿¿PDG_RETURN
2050¿PDG_CALL¿¿1867¿1867.CALL->data.toString-o421¿¿¿¿¿PDG_CALL
2051¿PDG_OBJECT¿¿0¿1867.v157-o422¿¿¿¿¿PDG_OBJECT
2052¿PDG_CALL¿¿1867¿1867.CALL->console.error-o423¿¿¿¿¿PDG_CALL
2053¿PDG_OBJECT¿¿0¿1867.v158-o424¿¿¿¿¿PDG_OBJECT
2054¿PDG_RETURN¿¿0¿1867.RET_OBJ-o425¿¿¿¿¿PDG_RETURN
2055¿PDG_OBJECT¿¿0¿1869.v161-o426¿¿¿¿¿PDG_OBJECT
2056¿PDG_OBJECT¿¿0¿1869.v162-o427¿¿¿¿¿PDG_OBJECT
2057¿PDG_CALL¿¿1869¿1869.CALL->reject-o428¿¿¿¿¿PDG_CALL
2058¿PDG_OBJECT¿¿0¿1869.v163-o429¿¿¿¿¿PDG_OBJECT
2059¿PDG_CALL¿¿1869¿1869.CALL->resolve-o430¿¿¿¿¿PDG_CALL
2060¿PDG_OBJECT¿¿0¿1869.v164-o431¿¿¿¿¿PDG_OBJECT
2061¿PDG_CALL¿¿1872¿1872.CALL->reject-o432¿¿¿¿¿PDG_CALL
2062¿PDG_OBJECT¿¿0¿1872.v167-o433¿¿¿¿¿PDG_OBJECT
2063¿PDG_RETURN¿¿0¿1872.RET_OBJ-o434¿¿¿¿¿PDG_RETURN
2064¿PDG_OBJECT¿¿0¿1876.this-o435¿¿¿¿¿PDG_OBJECT
2065¿PDG_OBJECT¿¿0¿1874.v215-o436¿¿¿¿¿PDG_OBJECT
2066¿PDG_CALL¿¿1874¿1874.CALL->__awaiter-o437¿¿¿¿¿PDG_CALL
2067¿PDG_OBJECT¿¿0¿1874.v216-o438¿¿¿¿¿PDG_OBJECT
2068¿PDG_RETURN¿¿0¿1874.RET_OBJ-o439¿¿¿¿¿PDG_RETURN
2069¿PDG_OBJECT¿¿0¿1878.this-o440¿¿¿¿¿PDG_OBJECT
2070¿PDG_OBJECT¿¿0¿1878.resolve-o441¿¿¿¿¿PDG_OBJECT
2071¿PDG_OBJECT¿¿0¿1878.reject-o442¿¿¿¿¿PDG_OBJECT
2072¿PDG_OBJECT¿¿0¿1876.v213-o443¿¿¿¿¿PDG_OBJECT
2073¿PDG_CALL¿¿1876¿1876.CALL->Promise-o444¿¿¿¿¿PDG_CALL
2074¿PDG_OBJECT¿¿0¿1876.v214-o445¿¿¿¿¿PDG_OBJECT
2075¿PDG_RETURN¿¿0¿1876.RET_OBJ-o446¿¿¿¿¿PDG_RETURN
2076¿PDG_OBJECT¿¿0¿1878.v176-o447¿¿¿¿¿PDG_OBJECT
2077¿PDG_OBJECT¿¿0¿1878.v176.0-o448¿¿¿¿¿PDG_OBJECT
2078¿PDG_OBJECT¿¿0¿1878.v176.1-o449¿¿¿¿¿PDG_OBJECT
2079¿PDG_CALL¿¿1878¿1878.CALL->child_process_1.spawn-o450¿¿¿¿¿PDG_CALL
2080¿PDG_OBJECT¿¿0¿1878.lsof-o451¿¿¿¿¿PDG_OBJECT
2081¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
2082¿PDG_OBJECT¿¿0¿1878.v177-o452¿¿¿¿¿PDG_OBJECT
2083¿PDG_OBJECT¿¿0¿1878.v177.0-o453¿¿¿¿¿PDG_OBJECT
2084¿PDG_CALL¿¿1878¿1878.CALL->child_process_1.spawn-o454¿¿¿¿¿PDG_CALL
2085¿PDG_OBJECT¿¿0¿1878.grep-o455¿¿¿¿¿PDG_OBJECT
2086¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
2087¿PDG_OBJECT¿¿0¿1878.v178-o456¿¿¿¿¿PDG_OBJECT
2088¿PDG_OBJECT¿¿0¿1878.v178.0-o457¿¿¿¿¿PDG_OBJECT
2089¿PDG_CALL¿¿1878¿1878.CALL->child_process_1.spawn-o458¿¿¿¿¿PDG_CALL
2090¿PDG_OBJECT¿¿0¿1878.awk-o459¿¿¿¿¿PDG_OBJECT
2091¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
2092¿PDG_OBJECT¿¿0¿1878.v179-o460¿¿¿¿¿PDG_OBJECT
2093¿PDG_OBJECT¿¿0¿1878.v179.0-o461¿¿¿¿¿PDG_OBJECT
2094¿PDG_OBJECT¿¿0¿1878.v179.1-o462¿¿¿¿¿PDG_OBJECT
2095¿PDG_CALL¿¿1878¿1878.CALL->child_process_1.spawn-o463¿¿¿¿¿PDG_CALL
2096¿PDG_OBJECT¿¿0¿1878.xargs-o464¿¿¿¿¿PDG_OBJECT
2097¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
2098¿PDG_OBJECT¿¿0¿1878.lsof.stdout-o465¿¿¿¿¿PDG_OBJECT
2099¿PDG_OBJECT¿¿0¿1878.grep.stdin-o466¿¿¿¿¿PDG_OBJECT
2100¿PDG_CALL¿¿1878¿1878.CALL->v180.pipe-o467¿¿¿¿¿PDG_CALL
2101¿PDG_OBJECT¿¿0¿1878.v182-o468¿¿¿¿¿PDG_OBJECT
2102¿PDG_OBJECT¿¿0¿1878.lsof.stderr-o469¿¿¿¿¿PDG_OBJECT
2103¿PDG_CALL¿¿1878¿1878.CALL->logStderrData-o470¿¿¿¿¿PDG_CALL
2104¿PDG_OBJECT¿¿0¿1878.v184-o471¿¿¿¿¿PDG_OBJECT
2105¿PDG_CALL¿¿1878¿1878.CALL->v183.on-o472¿¿¿¿¿PDG_CALL
2106¿PDG_OBJECT¿¿0¿1878.v185-o473¿¿¿¿¿PDG_OBJECT
2107¿PDG_OBJECT¿¿0¿1878.grep.stdout-o474¿¿¿¿¿PDG_OBJECT
2108¿PDG_OBJECT¿¿0¿1878.awk.stdin-o475¿¿¿¿¿PDG_OBJECT
2109¿PDG_CALL¿¿1878¿1878.CALL->v186.pipe-o476¿¿¿¿¿PDG_CALL
2110¿PDG_OBJECT¿¿0¿1878.v188-o477¿¿¿¿¿PDG_OBJECT
2111¿PDG_OBJECT¿¿0¿1878.grep.stderr-o478¿¿¿¿¿PDG_OBJECT
2112¿PDG_CALL¿¿1878¿1878.CALL->logStderrData-o479¿¿¿¿¿PDG_CALL
2113¿PDG_OBJECT¿¿0¿1878.v190-o480¿¿¿¿¿PDG_OBJECT
2114¿PDG_CALL¿¿1878¿1878.CALL->v189.on-o481¿¿¿¿¿PDG_CALL
2115¿PDG_OBJECT¿¿0¿1878.v191-o482¿¿¿¿¿PDG_OBJECT
2116¿PDG_OBJECT¿¿0¿1878.awk.stdout-o483¿¿¿¿¿PDG_OBJECT
2117¿PDG_OBJECT¿¿0¿1878.xargs.stdin-o484¿¿¿¿¿PDG_OBJECT
2118¿PDG_CALL¿¿1878¿1878.CALL->v192.pipe-o485¿¿¿¿¿PDG_CALL
2119¿PDG_OBJECT¿¿0¿1878.v194-o486¿¿¿¿¿PDG_OBJECT
2120¿PDG_OBJECT¿¿0¿1878.awk.stderr-o487¿¿¿¿¿PDG_OBJECT
2121¿PDG_CALL¿¿1878¿1878.CALL->logStderrData-o488¿¿¿¿¿PDG_CALL
2122¿PDG_OBJECT¿¿0¿1878.v196-o489¿¿¿¿¿PDG_OBJECT
2123¿PDG_CALL¿¿1878¿1878.CALL->v195.on-o490¿¿¿¿¿PDG_CALL
2124¿PDG_OBJECT¿¿0¿1878.v197-o491¿¿¿¿¿PDG_OBJECT
2125¿PDG_OBJECT¿¿0¿1878.xargs.stdout-o492¿¿¿¿¿PDG_OBJECT
2126¿PDG_OBJECT¿¿0¿1878.process-o493¿¿¿¿¿PDG_OBJECT
2127¿PDG_OBJECT¿¿0¿1878.process.stdin-o494¿¿¿¿¿PDG_OBJECT
2128¿PDG_CALL¿¿1878¿1878.CALL->v198.pipe-o495¿¿¿¿¿PDG_CALL
2129¿PDG_OBJECT¿¿0¿1878.v200-o496¿¿¿¿¿PDG_OBJECT
2130¿PDG_OBJECT¿¿0¿1878.xargs.stderr-o497¿¿¿¿¿PDG_OBJECT
2131¿PDG_CALL¿¿1878¿1878.CALL->logStderrData-o498¿¿¿¿¿PDG_CALL
2132¿PDG_OBJECT¿¿0¿1878.v202-o499¿¿¿¿¿PDG_OBJECT
2133¿PDG_CALL¿¿1878¿1878.CALL->v201.on-o500¿¿¿¿¿PDG_CALL
2134¿PDG_OBJECT¿¿0¿1878.v203-o501¿¿¿¿¿PDG_OBJECT
2135¿PDG_OBJECT¿¿0¿1880.this-o502¿¿¿¿¿PDG_OBJECT
2136¿PDG_OBJECT¿¿0¿1880.code-o503¿¿¿¿¿PDG_OBJECT
2137¿PDG_OBJECT¿¿0¿1878.v207-o504¿¿¿¿¿PDG_OBJECT
2138¿PDG_CALL¿¿1878¿1878.CALL->xargs.on-o505¿¿¿¿¿PDG_CALL
2139¿PDG_OBJECT¿¿0¿1878.v208-o506¿¿¿¿¿PDG_OBJECT
2140¿PDG_OBJECT¿¿0¿1883.this-o507¿¿¿¿¿PDG_OBJECT
2141¿PDG_OBJECT¿¿0¿1883.command-o508¿¿¿¿¿PDG_OBJECT
2142¿PDG_OBJECT¿¿0¿1878.logStderrData-o509¿¿¿¿¿PDG_OBJECT
2143¿PDG_OBJECT¿¿0¿1880.v204-o510¿¿¿¿¿PDG_OBJECT
2144¿PDG_CALL¿¿1880¿1880.CALL->reject-o511¿¿¿¿¿PDG_CALL
2145¿PDG_OBJECT¿¿0¿1880.v205-o512¿¿¿¿¿PDG_OBJECT
2146¿PDG_CALL¿¿1880¿1880.CALL->resolve-o513¿¿¿¿¿PDG_CALL
2147¿PDG_OBJECT¿¿0¿1880.v206-o514¿¿¿¿¿PDG_OBJECT
2148¿PDG_OBJECT¿¿0¿1885.this-o515¿¿¿¿¿PDG_OBJECT
2149¿PDG_OBJECT¿¿0¿1885.data-o516¿¿¿¿¿PDG_OBJECT
2150¿PDG_OBJECT¿¿0¿1883.v212-o517¿¿¿¿¿PDG_OBJECT
2151¿PDG_RETURN¿¿0¿1883.RET_OBJ-o518¿¿¿¿¿PDG_RETURN
2152¿PDG_CALL¿¿1885¿1885.CALL->data.toString-o519¿¿¿¿¿PDG_CALL
2153¿PDG_OBJECT¿¿0¿1885.v209-o520¿¿¿¿¿PDG_OBJECT
2154¿PDG_OBJECT¿¿0¿1885.v210-o521¿¿¿¿¿PDG_OBJECT
2155¿PDG_CALL¿¿1885¿1885.CALL->console.error-o522¿¿¿¿¿PDG_CALL
2156¿PDG_OBJECT¿¿0¿1885.v211-o523¿¿¿¿¿PDG_OBJECT
2157¿PDG_RETURN¿¿0¿1885.RET_OBJ-o524¿¿¿¿¿PDG_RETURN
