Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1978¿PDG_CALL¿¿1856¿1856.CALL->v85.join-o300¿¿¿¿¿PDG_CALL
1979¿PDG_OBJECT¿¿0¿1856.v86-o301¿¿¿¿¿PDG_OBJECT
1980¿PDG_CALL¿¿1856¿1856.CALL->tarray.push-o302¿¿¿¿¿PDG_CALL
1981¿PDG_OBJECT¿¿0¿1856.v87-o303¿¿¿¿¿PDG_OBJECT
1982¿PDG_OBJECT¿¿0¿1856.v83-o304¿¿¿¿¿PDG_OBJECT
1983¿PDG_RETURN¿¿0¿1856.RET_OBJ-o305¿¿¿¿¿PDG_RETURN
1984¿PDG_OBJECT¿¿0¿1859.value-o306¿¿¿¿¿PDG_OBJECT
1985¿PDG_OBJECT¿¿0¿1859.result-o307¿¿¿¿¿PDG_OBJECT
1986¿PDG_OBJECT¿¿0¿1859.arr.length-o308¿¿¿¿¿PDG_OBJECT
1987¿PDG_OBJECT¿¿0¿1859.v88-o309¿¿¿¿¿PDG_OBJECT
1988¿PDG_OBJECT¿¿0¿1859.arr.*-o310¿¿¿¿¿PDG_OBJECT
1989¿PDG_CALL¿¿1859¿1859.CALL->Array.isArray-o311¿¿¿¿¿PDG_CALL
1990¿PDG_OBJECT¿¿0¿1859.v90-o312¿¿¿¿¿PDG_OBJECT
1991¿PDG_CALL¿¿1859¿1859.CALL->this.flatten-o313¿¿¿¿¿PDG_CALL
1992¿PDG_OBJECT¿¿0¿1859.v91-o314¿¿¿¿¿PDG_OBJECT
1993¿PDG_RETURN¿¿0¿1859.RET_OBJ-o315¿¿¿¿¿PDG_RETURN
1994¿PDG_CALL¿¿1859¿1859.CALL->result.push-o316¿¿¿¿¿PDG_CALL
1995¿PDG_OBJECT¿¿0¿1859.v92-o317¿¿¿¿¿PDG_OBJECT
1996¿PDG_OBJECT¿¿0¿1859.v88-o318¿¿¿¿¿PDG_OBJECT
1997¿PDG_RETURN¿¿0¿1859.RET_OBJ-o319¿¿¿¿¿PDG_RETURN
1998¿PDG_OBJECT¿¿0¿1863.funcs-o320¿¿¿¿¿PDG_OBJECT
1999¿PDG_OBJECT¿¿0¿1863.errors-o321¿¿¿¿¿PDG_OBJECT
2000¿PDG_OBJECT¿¿0¿1863.reports-o322¿¿¿¿¿PDG_OBJECT
2001¿PDG_OBJECT¿¿0¿1863.opts.range-o323¿¿¿¿¿PDG_OBJECT
2002¿PDG_OBJECT¿¿0¿1863.v93.length-o324¿¿¿¿¿PDG_OBJECT
2003¿PDG_OBJECT¿¿0¿1863.v95-o325¿¿¿¿¿PDG_OBJECT
2004¿PDG_RETURN¿¿0¿1863.RET_OBJ-o326¿¿¿¿¿PDG_RETURN
2005¿PDG_CALL¿¿1863¿1863.CALL->Object.keys-o327¿¿¿¿¿PDG_CALL
2006¿PDG_OBJECT¿¿0¿1863.v97-o328¿¿¿¿¿PDG_OBJECT
2007¿PDG_OBJECT¿¿0¿1866.this-o329¿¿¿¿¿PDG_OBJECT
2008¿PDG_OBJECT¿¿0¿1866.block-o330¿¿¿¿¿PDG_OBJECT
2009¿PDG_OBJECT¿¿0¿1863.v117-o331¿¿¿¿¿PDG_OBJECT
2010¿PDG_CALL¿¿1863¿1863.CALL->v97.forEach-o332¿¿¿¿¿PDG_CALL
2011¿PDG_OBJECT¿¿0¿1863.v118-o333¿¿¿¿¿PDG_OBJECT
2012¿PDG_RETURN¿¿0¿1863.RET_OBJ-o334¿¿¿¿¿PDG_RETURN
2013¿PDG_OBJECT¿¿0¿1866.v98.*-o335¿¿¿¿¿PDG_OBJECT
2014¿PDG_OBJECT¿¿0¿1868.this-o336¿¿¿¿¿PDG_OBJECT
2015¿PDG_OBJECT¿¿0¿1868.callback-o337¿¿¿¿¿PDG_OBJECT
2016¿PDG_OBJECT¿¿0¿1866.funcs-o338¿¿¿¿¿PDG_OBJECT
2017¿PDG_OBJECT¿¿0¿1866.funcs.*-o339¿¿¿¿¿PDG_OBJECT
2018¿PDG_CALL¿¿1868¿1868.CALL->scope.command-o340¿¿¿¿¿PDG_CALL
2019¿PDG_OBJECT¿¿0¿1868.cmd-o341¿¿¿¿¿PDG_OBJECT
2020¿PDG_OBJECT¿¿0¿1868.opts.verbose-o342¿¿¿¿¿PDG_OBJECT
2021¿PDG_OBJECT¿¿0¿1868.v100-o343¿¿¿¿¿PDG_OBJECT
2022¿PDG_CALL¿¿1868¿1868.CALL->console.log-o344¿¿¿¿¿PDG_CALL
2023¿PDG_OBJECT¿¿0¿1868.v101-o345¿¿¿¿¿PDG_OBJECT
2024¿PDG_OBJECT¿¿0¿1868.report-o346¿¿¿¿¿PDG_OBJECT
2025¿PDG_OBJECT¿¿0¿1871.this-o347¿¿¿¿¿PDG_OBJECT
2026¿PDG_OBJECT¿¿0¿1871.err-o348¿¿¿¿¿PDG_OBJECT
2027¿PDG_OBJECT¿¿0¿1871.stdout-o349¿¿¿¿¿PDG_OBJECT
2028¿PDG_OBJECT¿¿0¿1871.stderr-o350¿¿¿¿¿PDG_OBJECT
2029¿PDG_OBJECT¿¿0¿1868.v103-o351¿¿¿¿¿PDG_OBJECT
2030¿PDG_CALL¿¿1868¿1868.CALL->proc-o352¿¿¿¿¿PDG_CALL
2031¿PDG_OBJECT¿¿0¿1868.execute-o353¿¿¿¿¿PDG_OBJECT
2032¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
2033¿PDG_OBJECT¿¿0¿1868.execute.stderr-o354¿¿¿¿¿PDG_OBJECT
2034¿PDG_OBJECT¿¿0¿1874.this-o355¿¿¿¿¿PDG_OBJECT
2035¿PDG_OBJECT¿¿0¿1874.chunk-o356¿¿¿¿¿PDG_OBJECT
2036¿PDG_OBJECT¿¿0¿1868.v105-o357¿¿¿¿¿PDG_OBJECT
2037¿PDG_CALL¿¿1868¿1868.CALL->v104.on-o358¿¿¿¿¿PDG_CALL
2038¿PDG_OBJECT¿¿0¿1868.v106-o359¿¿¿¿¿PDG_OBJECT
2039¿PDG_OBJECT¿¿0¿1868.execute.stdout-o360¿¿¿¿¿PDG_OBJECT
2040¿PDG_OBJECT¿¿0¿1876.this-o361¿¿¿¿¿PDG_OBJECT
2041¿PDG_OBJECT¿¿0¿1876.chunk-o362¿¿¿¿¿PDG_OBJECT
2042¿PDG_OBJECT¿¿0¿1868.v109-o363¿¿¿¿¿PDG_OBJECT
2043¿PDG_CALL¿¿1868¿1868.CALL->v107.on-o364¿¿¿¿¿PDG_CALL
2044¿PDG_OBJECT¿¿0¿1868.v110-o365¿¿¿¿¿PDG_OBJECT
2045¿PDG_OBJECT¿¿0¿1878.this-o366¿¿¿¿¿PDG_OBJECT
2046¿PDG_OBJECT¿¿0¿1868.v115-o367¿¿¿¿¿PDG_OBJECT
2047¿PDG_CALL¿¿1868¿1868.CALL->v111.on-o368¿¿¿¿¿PDG_CALL
2048¿PDG_OBJECT¿¿0¿1868.v116-o369¿¿¿¿¿PDG_OBJECT
2049¿PDG_CALL¿¿1871¿1871.CALL->reporting.reports-o370¿¿¿¿¿PDG_CALL
2050¿PDG_OBJECT¿¿0¿1871.v102-o371¿¿¿¿¿PDG_OBJECT
2051¿PDG_RETURN¿¿0¿1871.RET_OBJ-o372¿¿¿¿¿PDG_RETURN
2052¿PDG_CALL¿¿1876¿1876.CALL->report.push-o373¿¿¿¿¿PDG_CALL
2053¿PDG_OBJECT¿¿0¿1876.v108-o374¿¿¿¿¿PDG_OBJECT
2054¿PDG_OBJECT¿¿0¿1878.report.length-o375¿¿¿¿¿PDG_OBJECT
2055¿PDG_OBJECT¿¿0¿1878.v113-o376¿¿¿¿¿PDG_OBJECT
2056¿PDG_CALL¿¿1878¿1878.CALL->reporting.reports-o377¿¿¿¿¿PDG_CALL
2057¿PDG_OBJECT¿¿0¿1878.v114-o378¿¿¿¿¿PDG_OBJECT
2058¿PDG_RETURN¿¿0¿1878.RET_OBJ-o379¿¿¿¿¿PDG_RETURN
2059¿PDG_OBJECT¿¿0¿1881.opts.flags-o380¿¿¿¿¿PDG_OBJECT
2060¿PDG_CALL¿¿1881¿1881.CALL->v119.join-o381¿¿¿¿¿PDG_CALL
2061¿PDG_OBJECT¿¿0¿1881.flags-o382¿¿¿¿¿PDG_OBJECT
2062¿PDG_OBJECT¿¿0¿1881.proto-o383¿¿¿¿¿PDG_OBJECT
2063¿PDG_OBJECT¿¿0¿1881.opts.udp-o384¿¿¿¿¿PDG_OBJECT
2064¿PDG_OBJECT¿¿0¿1881.opts.timeout-o385¿¿¿¿¿PDG_OBJECT
2065¿PDG_OBJECT¿¿0¿1881.to-o386¿¿¿¿¿PDG_OBJECT
2066¿PDG_OBJECT¿¿0¿1881.ipv6-o387¿¿¿¿¿PDG_OBJECT
2067¿PDG_OBJECT¿¿0¿1881.validation.patterns-o388¿¿¿¿¿PDG_OBJECT
2068¿PDG_OBJECT¿¿0¿1881.v122.IPv6-o389¿¿¿¿¿PDG_OBJECT
2069¿PDG_CALL¿¿1881¿1881.CALL->validation.test-o390¿¿¿¿¿PDG_CALL
2070¿PDG_OBJECT¿¿0¿1881.v124-o391¿¿¿¿¿PDG_OBJECT
2071¿PDG_OBJECT¿¿0¿1881.opts.ports-o392¿¿¿¿¿PDG_OBJECT
2072¿PDG_OBJECT¿¿0¿1881.opts.nmap-o393¿¿¿¿¿PDG_OBJECT
2073¿PDG_OBJECT¿¿0¿1881.v127-o394¿¿¿¿¿PDG_OBJECT
2074¿PDG_OBJECT¿¿0¿1881.v130-o395¿¿¿¿¿PDG_OBJECT
2075¿PDG_OBJECT¿¿0¿1881.v131-o396¿¿¿¿¿PDG_OBJECT
2076¿PDG_OBJECT¿¿0¿1881.v131-o397¿¿¿¿¿PDG_OBJECT
2077¿PDG_OBJECT¿¿0¿1881.v131-o398¿¿¿¿¿PDG_OBJECT
2078¿PDG_RETURN¿¿0¿1881.RET_OBJ-o399¿¿¿¿¿PDG_RETURN
2079¿PDG_OBJECT¿¿0¿1886.obj.funcs-o400¿¿¿¿¿PDG_OBJECT
2080¿PDG_OBJECT¿¿0¿1886.obj.threshold-o401¿¿¿¿¿PDG_OBJECT
2081¿PDG_CALL¿¿1886¿1886.CALL->async.parallelLimit-o402¿¿¿¿¿PDG_CALL
2082¿PDG_OBJECT¿¿0¿1886.v134-o403¿¿¿¿¿PDG_OBJECT
2083¿PDG_OBJECT¿¿0¿1888.ranges-o404¿¿¿¿¿PDG_OBJECT
2084¿PDG_CALL¿¿1888¿1888.CALL->caller.get-o405¿¿¿¿¿PDG_CALL
2085¿PDG_OBJECT¿¿0¿1888.v135-o406¿¿¿¿¿PDG_OBJECT
2086¿PDG_OBJECT¿¿0¿1888.v135.1-o407¿¿¿¿¿PDG_OBJECT
2087¿PDG_CALL¿¿1888¿1888.CALL->v136.getFunctionName-o408¿¿¿¿¿PDG_CALL
2088¿PDG_OBJECT¿¿0¿1888.called-o409¿¿¿¿¿PDG_OBJECT
2089¿PDG_OBJECT¿¿0¿1888.opts.flags-o410¿¿¿¿¿PDG_OBJECT
2090¿PDG_CALL¿¿1888¿1888.CALL->undefined.test-o411¿¿¿¿¿PDG_CALL
2091¿PDG_OBJECT¿¿0¿1888.v139-o412¿¿¿¿¿PDG_OBJECT
2092¿PDG_OBJECT¿¿0¿1888.defaults-o413¿¿¿¿¿PDG_OBJECT
2093¿PDG_OBJECT¿¿0¿1888.defaults.flags-o414¿¿¿¿¿PDG_OBJECT
2094¿PDG_CALL¿¿1888¿1888.CALL->this.merge-o415¿¿¿¿¿PDG_CALL
2095¿PDG_OBJECT¿¿0¿1888.opts-o416¿¿¿¿¿PDG_OBJECT
2096¿PDG_OBJECT¿¿0¿1888.opts.flags-o417¿¿¿¿¿PDG_OBJECT
2097¿PDG_CALL¿¿1888¿1888.CALL->v141.indexOf-o418¿¿¿¿¿PDG_CALL
2098¿PDG_OBJECT¿¿0¿1888.v142-o419¿¿¿¿¿PDG_OBJECT
2099¿PDG_OBJECT¿¿0¿1888.v144-o420¿¿¿¿¿PDG_OBJECT
2100¿PDG_CALL¿¿1888¿1888.CALL->v145.push-o421¿¿¿¿¿PDG_CALL
2101¿PDG_OBJECT¿¿0¿1888.v146-o422¿¿¿¿¿PDG_OBJECT
2102¿PDG_CALL¿¿1888¿1888.CALL->undefined.test-o423¿¿¿¿¿PDG_CALL
2103¿PDG_OBJECT¿¿0¿1888.v147-o424¿¿¿¿¿PDG_OBJECT
2104¿PDG_CALL¿¿1888¿1888.CALL->network.adapters-o425¿¿¿¿¿PDG_CALL
2105¿PDG_OBJECT¿¿0¿1888.v148-o426¿¿¿¿¿PDG_OBJECT
2106¿PDG_OBJECT¿¿0¿1888.validation.messages-o427¿¿¿¿¿PDG_OBJECT
2107¿PDG_OBJECT¿¿0¿1888.v150.version-o428¿¿¿¿¿PDG_OBJECT
2108¿PDG_CALL¿¿1888¿1888.CALL->cb-o429¿¿¿¿¿PDG_CALL
2109¿PDG_OBJECT¿¿0¿1888.v152-o430¿¿¿¿¿PDG_OBJECT
2110¿PDG_RETURN¿¿0¿1888.RET_OBJ-o431¿¿¿¿¿PDG_RETURN
2111¿PDG_OBJECT¿¿0¿1888.opts-o432¿¿¿¿¿PDG_OBJECT
2112¿PDG_OBJECT¿¿0¿1888.opts.ports-o433¿¿¿¿¿PDG_OBJECT
2113¿PDG_OBJECT¿¿0¿1888.opts-o434¿¿¿¿¿PDG_OBJECT
2114¿PDG_OBJECT¿¿0¿1888.opts.flags-o435¿¿¿¿¿PDG_OBJECT
2115¿PDG_OBJECT¿¿0¿1894.this-o436¿¿¿¿¿PDG_OBJECT
2116¿PDG_OBJECT¿¿0¿1894.err-o437¿¿¿¿¿PDG_OBJECT
2117¿PDG_OBJECT¿¿0¿1894.result-o438¿¿¿¿¿PDG_OBJECT
2118¿PDG_OBJECT¿¿0¿1888.v157-o439¿¿¿¿¿PDG_OBJECT
2119¿PDG_CALL¿¿1888¿1888.CALL->validation.init-o440¿¿¿¿¿PDG_CALL
2120¿PDG_OBJECT¿¿0¿1888.v158-o441¿¿¿¿¿PDG_OBJECT
2121¿PDG_CALL¿¿1894¿1894.CALL->cb-o442¿¿¿¿¿PDG_CALL
2122¿PDG_OBJECT¿¿0¿1894.v153-o443¿¿¿¿¿PDG_OBJECT
2123¿PDG_RETURN¿¿0¿1894.RET_OBJ-o444¿¿¿¿¿PDG_RETURN
2124¿PDG_CALL¿¿1894¿1894.CALL->network.calculate-o445¿¿¿¿¿PDG_CALL
2125¿PDG_OBJECT¿¿0¿1894.v154-o446¿¿¿¿¿PDG_OBJECT
2126¿PDG_OBJECT¿¿0¿1894.opts-o447¿¿¿¿¿PDG_OBJECT
2127¿PDG_OBJECT¿¿0¿1894.opts.range-o448¿¿¿¿¿PDG_OBJECT
2128¿PDG_CALL¿¿1894¿1894.CALL->this.funcs-o449¿¿¿¿¿PDG_CALL
2129¿PDG_OBJECT¿¿0¿1894.funcs-o450¿¿¿¿¿PDG_OBJECT
2130¿PDG_OBJECT¿¿0¿1894.v155-o451¿¿¿¿¿PDG_OBJECT
2131¿PDG_CALL¿¿1894¿1894.CALL->cb-o452¿¿¿¿¿PDG_CALL
2132¿PDG_OBJECT¿¿0¿1894.v156-o453¿¿¿¿¿PDG_OBJECT
2133¿PDG_RETURN¿¿0¿1894.RET_OBJ-o454¿¿¿¿¿PDG_RETURN
