Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1063¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Program
1961¿PDG_OBJECT¿¿0¿1856.error-o281¿¿¿¿¿PDG_OBJECT
1962¿PDG_OBJECT¿¿0¿1856.error.httpCode-o282¿¿¿¿¿PDG_OBJECT
1963¿PDG_CALL¿¿1856¿1856.CALL->callback-o283¿¿¿¿¿PDG_CALL
1964¿PDG_OBJECT¿¿0¿1856.v106-o284¿¿¿¿¿PDG_OBJECT
1965¿PDG_CALL¿¿1856¿1856.CALL->Error-o285¿¿¿¿¿PDG_CALL
1966¿PDG_OBJECT¿¿0¿1856.error-o286¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿0¿1856.error-o287¿¿¿¿¿PDG_OBJECT
1968¿PDG_OBJECT¿¿0¿1856.error.httpCode-o288¿¿¿¿¿PDG_OBJECT
1969¿PDG_CALL¿¿1856¿1856.CALL->callback-o289¿¿¿¿¿PDG_CALL
1970¿PDG_OBJECT¿¿0¿1856.v107-o290¿¿¿¿¿PDG_OBJECT
1971¿PDG_CALL¿¿1856¿1856.CALL->callback-o291¿¿¿¿¿PDG_CALL
1972¿PDG_OBJECT¿¿0¿1856.v108-o292¿¿¿¿¿PDG_OBJECT
1973¿PDG_OBJECT¿¿0¿1861.gPath-o293¿¿¿¿¿PDG_OBJECT
1974¿PDG_OBJECT¿¿0¿1863.this-o294¿¿¿¿¿PDG_OBJECT
1975¿PDG_OBJECT¿¿0¿1863.err-o295¿¿¿¿¿PDG_OBJECT
1976¿PDG_OBJECT¿¿0¿1863.stats-o296¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿0¿1861.v116-o297¿¿¿¿¿PDG_OBJECT
1978¿PDG_CALL¿¿1861¿1861.CALL->fs.stat-o298¿¿¿¿¿PDG_CALL
1979¿PDG_OBJECT¿¿0¿1861.v117-o299¿¿¿¿¿PDG_OBJECT
1980¿PDG_CALL¿¿1863¿1863.CALL->stats.isFile-o300¿¿¿¿¿PDG_CALL
1981¿PDG_OBJECT¿¿0¿1863.v111-o301¿¿¿¿¿PDG_OBJECT
1982¿PDG_CALL¿¿1863¿1863.CALL->callback-o302¿¿¿¿¿PDG_CALL
1983¿PDG_OBJECT¿¿0¿1863.v114-o303¿¿¿¿¿PDG_OBJECT
1984¿PDG_RETURN¿¿0¿1863.RET_OBJ-o304¿¿¿¿¿PDG_RETURN
1985¿PDG_CALL¿¿1863¿1863.CALL->callback-o305¿¿¿¿¿PDG_CALL
1986¿PDG_OBJECT¿¿0¿1863.v115-o306¿¿¿¿¿PDG_OBJECT
1987¿PDG_CALL¿¿1866¿1866.CALL->inode.toString-o307¿¿¿¿¿PDG_CALL
1988¿PDG_OBJECT¿¿0¿1866.v118-o308¿¿¿¿¿PDG_OBJECT
1989¿PDG_CALL¿¿1866¿1866.CALL->mTime.getTime-o309¿¿¿¿¿PDG_CALL
1990¿PDG_OBJECT¿¿0¿1866.v119-o310¿¿¿¿¿PDG_OBJECT
1991¿PDG_CALL¿¿1866¿1866.CALL->v119.toString-o311¿¿¿¿¿PDG_CALL
1992¿PDG_OBJECT¿¿0¿1866.v120-o312¿¿¿¿¿PDG_OBJECT
1993¿PDG_OBJECT¿¿0¿1866.str-o313¿¿¿¿¿PDG_OBJECT
1994¿PDG_CALL¿¿1866¿1866.CALL->crypto.createHash-o314¿¿¿¿¿PDG_CALL
1995¿PDG_OBJECT¿¿0¿1866.v121-o315¿¿¿¿¿PDG_OBJECT
1996¿PDG_CALL¿¿1866¿1866.CALL->v121.update-o316¿¿¿¿¿PDG_CALL
1997¿PDG_OBJECT¿¿0¿1866.v122-o317¿¿¿¿¿PDG_OBJECT
1998¿PDG_CALL¿¿1866¿1866.CALL->v122.digest-o318¿¿¿¿¿PDG_CALL
1999¿PDG_OBJECT¿¿0¿1866.v123-o319¿¿¿¿¿PDG_OBJECT
2000¿PDG_RETURN¿¿0¿1866.RET_OBJ-o320¿¿¿¿¿PDG_RETURN
2001¿PDG_OBJECT¿¿0¿1868.req.headers-o321¿¿¿¿¿PDG_OBJECT
2002¿PDG_OBJECT¿¿0¿1868.v124.'if-none-match'-o322¿¿¿¿¿PDG_OBJECT
2003¿PDG_RETURN¿¿0¿1868.RET_OBJ-o323¿¿¿¿¿PDG_RETURN
2004¿PDG_OBJECT¿¿0¿1868.stats.ino-o324¿¿¿¿¿PDG_OBJECT
2005¿PDG_OBJECT¿¿0¿1868.stats.mtime-o325¿¿¿¿¿PDG_OBJECT
2006¿PDG_CALL¿¿1868¿1868.CALL->createServerEtag-o326¿¿¿¿¿PDG_CALL
2007¿PDG_OBJECT¿¿0¿1868.serverEtag-o327¿¿¿¿¿PDG_OBJECT
2008¿PDG_OBJECT¿¿0¿1868.v128-o328¿¿¿¿¿PDG_OBJECT
2009¿PDG_RETURN¿¿0¿1868.RET_OBJ-o329¿¿¿¿¿PDG_RETURN
2010¿PDG_RETURN¿¿0¿1868.RET_OBJ-o330¿¿¿¿¿PDG_RETURN
2011¿PDG_CALL¿¿1872¿1872.CALL->fs.createReadStream-o331¿¿¿¿¿PDG_CALL
2012¿PDG_OBJECT¿¿0¿1872.stream-o332¿¿¿¿¿PDG_OBJECT
2013¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
2014¿PDG_OBJECT¿¿0¿1874.this-o333¿¿¿¿¿PDG_OBJECT
2015¿PDG_OBJECT¿¿0¿1874.err-o334¿¿¿¿¿PDG_OBJECT
2016¿PDG_OBJECT¿¿0¿1872.v133-o335¿¿¿¿¿PDG_OBJECT
2017¿PDG_CALL¿¿1872¿1872.CALL->stream.on-o336¿¿¿¿¿PDG_CALL
2018¿PDG_OBJECT¿¿0¿1872.v134-o337¿¿¿¿¿PDG_OBJECT
2019¿PDG_CALL¿¿1872¿1872.CALL->path.extname-o338¿¿¿¿¿PDG_CALL
2020¿PDG_OBJECT¿¿0¿1872.v135-o339¿¿¿¿¿PDG_OBJECT
2021¿PDG_OBJECT¿¿0¿1872.v136-o340¿¿¿¿¿PDG_OBJECT
2022¿PDG_CALL¿¿1872¿1872.CALL->filePath.replace-o341¿¿¿¿¿PDG_CALL
2023¿PDG_OBJECT¿¿0¿1872.v137-o342¿¿¿¿¿PDG_OBJECT
2024¿PDG_CALL¿¿1872¿1872.CALL->mime.getType-o343¿¿¿¿¿PDG_CALL
2025¿PDG_OBJECT¿¿0¿1872.v138-o344¿¿¿¿¿PDG_OBJECT
2026¿PDG_OBJECT¿¿0¿1872.stats.ino-o345¿¿¿¿¿PDG_OBJECT
2027¿PDG_OBJECT¿¿0¿1872.stats.mtime-o346¿¿¿¿¿PDG_OBJECT
2028¿PDG_CALL¿¿1872¿1872.CALL->createServerEtag-o347¿¿¿¿¿PDG_CALL
2029¿PDG_OBJECT¿¿0¿1872.v141-o348¿¿¿¿¿PDG_OBJECT
2030¿PDG_OBJECT¿¿0¿1872.stats.size-o349¿¿¿¿¿PDG_OBJECT
2031¿PDG_OBJECT¿¿0¿1872.v143-o350¿¿¿¿¿PDG_OBJECT
2032¿PDG_CALL¿¿1872¿1872.CALL->res.writeHead-o351¿¿¿¿¿PDG_CALL
2033¿PDG_OBJECT¿¿0¿1872.v144-o352¿¿¿¿¿PDG_OBJECT
2034¿PDG_CALL¿¿1872¿1872.CALL->mime.getType-o353¿¿¿¿¿PDG_CALL
2035¿PDG_OBJECT¿¿0¿1872.v145-o354¿¿¿¿¿PDG_OBJECT
2036¿PDG_CALL¿¿1872¿1872.CALL->createServerEtag-o355¿¿¿¿¿PDG_CALL
2037¿PDG_OBJECT¿¿0¿1872.v148-o356¿¿¿¿¿PDG_OBJECT
2038¿PDG_OBJECT¿¿0¿1872.v150-o357¿¿¿¿¿PDG_OBJECT
2039¿PDG_CALL¿¿1872¿1872.CALL->res.writeHead-o358¿¿¿¿¿PDG_CALL
2040¿PDG_OBJECT¿¿0¿1872.v151-o359¿¿¿¿¿PDG_OBJECT
2041¿PDG_CALL¿¿1872¿1872.CALL->stream.pipe-o360¿¿¿¿¿PDG_CALL
2042¿PDG_OBJECT¿¿0¿1872.v152-o361¿¿¿¿¿PDG_OBJECT
2043¿PDG_CALL¿¿1874¿1874.CALL->Error-o362¿¿¿¿¿PDG_CALL
2044¿PDG_OBJECT¿¿0¿1874.error-o363¿¿¿¿¿PDG_OBJECT
2045¿PDG_OBJECT¿¿0¿1874.v129-o364¿¿¿¿¿PDG_OBJECT
2046¿PDG_CALL¿¿1874¿1874.CALL->res.writeHead-o365¿¿¿¿¿PDG_CALL
2047¿PDG_OBJECT¿¿0¿1874.v130-o366¿¿¿¿¿PDG_OBJECT
2048¿PDG_CALL¿¿1874¿1874.CALL->JSON.stringify-o367¿¿¿¿¿PDG_CALL
2049¿PDG_OBJECT¿¿0¿1874.v131-o368¿¿¿¿¿PDG_OBJECT
2050¿PDG_CALL¿¿1874¿1874.CALL->res.end-o369¿¿¿¿¿PDG_CALL
2051¿PDG_OBJECT¿¿0¿1874.v132-o370¿¿¿¿¿PDG_OBJECT
2052¿PDG_OBJECT¿¿0¿1879.this-o371¿¿¿¿¿PDG_OBJECT
2053¿PDG_OBJECT¿¿0¿1879.req-o372¿¿¿¿¿PDG_OBJECT
2054¿PDG_OBJECT¿¿0¿1879.res-o373¿¿¿¿¿PDG_OBJECT
2055¿PDG_OBJECT¿¿0¿1877.v192-o374¿¿¿¿¿PDG_OBJECT
2056¿PDG_RETURN¿¿0¿1877.RET_OBJ-o375¿¿¿¿¿PDG_RETURN
2057¿PDG_OBJECT¿¿0¿1879.options-o376¿¿¿¿¿PDG_OBJECT
2058¿PDG_OBJECT¿¿0¿1879.rootDir-o377¿¿¿¿¿PDG_OBJECT
2059¿PDG_OBJECT¿¿0¿1879.options.rootDir-o378¿¿¿¿¿PDG_OBJECT
2060¿PDG_CALL¿¿1879¿1879.CALL->process.cwd-o379¿¿¿¿¿PDG_CALL
2061¿PDG_OBJECT¿¿0¿1879.v156-o380¿¿¿¿¿PDG_OBJECT
2062¿PDG_OBJECT¿¿0¿1879.req.url-o381¿¿¿¿¿PDG_OBJECT
2063¿PDG_CALL¿¿1879¿1879.CALL->url.parse-o382¿¿¿¿¿PDG_CALL
2064¿PDG_OBJECT¿¿0¿1879.v158-o383¿¿¿¿¿PDG_OBJECT
2065¿PDG_OBJECT¿¿0¿1879.v158.pathname-o384¿¿¿¿¿PDG_OBJECT
2066¿PDG_CALL¿¿1879¿1879.CALL->path.join-o385¿¿¿¿¿PDG_CALL
2067¿PDG_OBJECT¿¿0¿1879.basePath-o386¿¿¿¿¿PDG_OBJECT
2068¿PDG_OBJECT¿¿0¿1879.compress-o387¿¿¿¿¿PDG_OBJECT
2069¿PDG_OBJECT¿¿0¿1879.options.compress-o388¿¿¿¿¿PDG_OBJECT
2070¿PDG_OBJECT¿¿0¿1879.req.headers-o389¿¿¿¿¿PDG_OBJECT
2071¿PDG_OBJECT¿¿0¿1879.v161.'accept-encoding'-o390¿¿¿¿¿PDG_OBJECT
2072¿PDG_OBJECT¿¿0¿1879.v163-o391¿¿¿¿¿PDG_OBJECT
2073¿PDG_OBJECT¿¿0¿1884.this-o392¿¿¿¿¿PDG_OBJECT
2074¿PDG_OBJECT¿¿0¿1884.err-o393¿¿¿¿¿PDG_OBJECT
2075¿PDG_OBJECT¿¿0¿1884.filePath-o394¿¿¿¿¿PDG_OBJECT
2076¿PDG_OBJECT¿¿0¿1879.v177-o395¿¿¿¿¿PDG_OBJECT
2077¿PDG_CALL¿¿1879¿1879.CALL->checkCompress-o396¿¿¿¿¿PDG_CALL
2078¿PDG_OBJECT¿¿0¿1879.v178-o397¿¿¿¿¿PDG_OBJECT
2079¿PDG_OBJECT¿¿0¿1891.this-o398¿¿¿¿¿PDG_OBJECT
2080¿PDG_OBJECT¿¿0¿1891.err-o399¿¿¿¿¿PDG_OBJECT
2081¿PDG_OBJECT¿¿0¿1891.stats-o400¿¿¿¿¿PDG_OBJECT
2082¿PDG_OBJECT¿¿0¿1879.v190-o401¿¿¿¿¿PDG_OBJECT
2083¿PDG_CALL¿¿1879¿1879.CALL->statFile-o402¿¿¿¿¿PDG_CALL
2084¿PDG_OBJECT¿¿0¿1879.v191-o403¿¿¿¿¿PDG_OBJECT
2085¿PDG_OBJECT¿¿0¿1886.this-o404¿¿¿¿¿PDG_OBJECT
2086¿PDG_OBJECT¿¿0¿1886.err-o405¿¿¿¿¿PDG_OBJECT
2087¿PDG_OBJECT¿¿0¿1886.stats-o406¿¿¿¿¿PDG_OBJECT
2088¿PDG_OBJECT¿¿0¿1884.v175-o407¿¿¿¿¿PDG_OBJECT
2089¿PDG_CALL¿¿1884¿1884.CALL->statFile-o408¿¿¿¿¿PDG_CALL
2090¿PDG_OBJECT¿¿0¿1884.v176-o409¿¿¿¿¿PDG_OBJECT
2091¿PDG_OBJECT¿¿0¿1886.err.httpCode-o410¿¿¿¿¿PDG_OBJECT
2092¿PDG_OBJECT¿¿0¿1886.v165-o411¿¿¿¿¿PDG_OBJECT
2093¿PDG_CALL¿¿1886¿1886.CALL->res.writeHead-o412¿¿¿¿¿PDG_CALL
2094¿PDG_OBJECT¿¿0¿1886.v166-o413¿¿¿¿¿PDG_OBJECT
2095¿PDG_CALL¿¿1886¿1886.CALL->JSON.stringify-o414¿¿¿¿¿PDG_CALL
2096¿PDG_OBJECT¿¿0¿1886.v167-o415¿¿¿¿¿PDG_OBJECT
2097¿PDG_CALL¿¿1886¿1886.CALL->res.end-o416¿¿¿¿¿PDG_CALL
2098¿PDG_OBJECT¿¿0¿1886.v168-o417¿¿¿¿¿PDG_OBJECT
2099¿PDG_CALL¿¿1886¿1886.CALL->should304-o418¿¿¿¿¿PDG_CALL
2100¿PDG_OBJECT¿¿0¿1886.v169-o419¿¿¿¿¿PDG_OBJECT
2101¿PDG_CALL¿¿1886¿1886.CALL->res.writeHead-o420¿¿¿¿¿PDG_CALL
2102¿PDG_OBJECT¿¿0¿1886.v170-o421¿¿¿¿¿PDG_OBJECT
2103¿PDG_CALL¿¿1886¿1886.CALL->res.end-o422¿¿¿¿¿PDG_CALL
2104¿PDG_OBJECT¿¿0¿1886.v171-o423¿¿¿¿¿PDG_OBJECT
2105¿PDG_OBJECT¿¿0¿1886.cache-o424¿¿¿¿¿PDG_OBJECT
2106¿PDG_OBJECT¿¿0¿1886.options.cache-o425¿¿¿¿¿PDG_OBJECT
2107¿PDG_CALL¿¿1886¿1886.CALL->serveFile-o426¿¿¿¿¿PDG_CALL
2108¿PDG_OBJECT¿¿0¿1886.v174-o427¿¿¿¿¿PDG_OBJECT
2109¿PDG_OBJECT¿¿0¿1891.err.httpCode-o428¿¿¿¿¿PDG_OBJECT
2110¿PDG_OBJECT¿¿0¿1891.v180-o429¿¿¿¿¿PDG_OBJECT
2111¿PDG_CALL¿¿1891¿1891.CALL->res.writeHead-o430¿¿¿¿¿PDG_CALL
2112¿PDG_OBJECT¿¿0¿1891.v181-o431¿¿¿¿¿PDG_OBJECT
2113¿PDG_CALL¿¿1891¿1891.CALL->JSON.stringify-o432¿¿¿¿¿PDG_CALL
2114¿PDG_OBJECT¿¿0¿1891.v182-o433¿¿¿¿¿PDG_OBJECT
2115¿PDG_CALL¿¿1891¿1891.CALL->res.end-o434¿¿¿¿¿PDG_CALL
2116¿PDG_OBJECT¿¿0¿1891.v183-o435¿¿¿¿¿PDG_OBJECT
2117¿PDG_CALL¿¿1891¿1891.CALL->should304-o436¿¿¿¿¿PDG_CALL
2118¿PDG_OBJECT¿¿0¿1891.v184-o437¿¿¿¿¿PDG_OBJECT
2119¿PDG_CALL¿¿1891¿1891.CALL->res.writeHead-o438¿¿¿¿¿PDG_CALL
2120¿PDG_OBJECT¿¿0¿1891.v185-o439¿¿¿¿¿PDG_OBJECT
2121¿PDG_CALL¿¿1891¿1891.CALL->res.end-o440¿¿¿¿¿PDG_CALL
2122¿PDG_OBJECT¿¿0¿1891.v186-o441¿¿¿¿¿PDG_OBJECT
2123¿PDG_OBJECT¿¿0¿1891.cache-o442¿¿¿¿¿PDG_OBJECT
2124¿PDG_CALL¿¿1891¿1891.CALL->serveFile-o443¿¿¿¿¿PDG_CALL
2125¿PDG_OBJECT¿¿0¿1891.v189-o444¿¿¿¿¿PDG_OBJECT
