Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
924¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Program
1780¿PDG_OBJECT¿¿0¿1643.key-o284¿¿¿¿¿PDG_OBJECT
1781¿PDG_CALL¿¿1643¿1643.CALL->jsonArgs.has-o285¿¿¿¿¿PDG_CALL
1782¿PDG_OBJECT¿¿0¿1643.v135-o286¿¿¿¿¿PDG_OBJECT
1783¿PDG_CALL¿¿1643¿1643.CALL->JSON.parse-o287¿¿¿¿¿PDG_CALL
1784¿PDG_OBJECT¿¿0¿1643.v136-o288¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1643.v137-o289¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1643.config-o290¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿0¿1643.config.*-o291¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1643.config.pdf_options-o292¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1643.v138.margin-o293¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1643.v141-o294¿¿¿¿¿PDG_OBJECT
1791¿PDG_CALL¿¿1643¿1643.CALL->helpers_1.getMarginObject-o295¿¿¿¿¿PDG_CALL
1792¿PDG_OBJECT¿¿0¿1643.v145-o296¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿0¿1643.v142-o297¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1643.v142.margin-o298¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1643.config.dest-o299¿¿¿¿¿PDG_OBJECT
1796¿PDG_OBJECT¿¿0¿1643.v147-o300¿¿¿¿¿PDG_OBJECT
1797¿PDG_OBJECT¿¿0¿1643.v148-o301¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1643.config.as_html-o302¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1643.v151-o303¿¿¿¿¿PDG_OBJECT
1800¿PDG_CALL¿¿1643¿1643.CALL->get_output_file_path_1.getOutputFilePath-o304¿¿¿¿¿PDG_CALL
1801¿PDG_OBJECT¿¿0¿1643.v152-o305¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1643.v153-o306¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1643.config-o307¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1643.config.dest-o308¿¿¿¿¿PDG_OBJECT
1805¿PDG_CALL¿¿1643¿1643.CALL->require.resolve-o309¿¿¿¿¿PDG_CALL
1806¿PDG_OBJECT¿¿0¿1643.v154-o310¿¿¿¿¿PDG_OBJECT
1807¿PDG_CALL¿¿1643¿1643.CALL->path_1.dirname-o311¿¿¿¿¿PDG_CALL
1808¿PDG_OBJECT¿¿0¿1643.v155-o312¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿0¿1643.config.highlight_style-o313¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1643.v157-o314¿¿¿¿¿PDG_OBJECT
1811¿PDG_CALL¿¿1643¿1643.CALL->path_1.resolve-o315¿¿¿¿¿PDG_CALL
1812¿PDG_OBJECT¿¿0¿1643.highlightStylesheet-o316¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1643.config.stylesheet-o317¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1643.v159-o318¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1643.v159.0-o319¿¿¿¿¿PDG_OBJECT
1816¿PDG_OBJECT¿¿0¿1643.v159.1-o320¿¿¿¿¿PDG_OBJECT
1817¿PDG_CALL¿¿1643¿1643.CALL->Set-o321¿¿¿¿¿PDG_CALL
1818¿PDG_OBJECT¿¿0¿1643.v160-o322¿¿¿¿¿PDG_OBJECT
1819¿PDG_OBJECT¿¿0¿1643.config-o323¿¿¿¿¿PDG_OBJECT
1820¿PDG_OBJECT¿¿0¿1643.config.stylesheet-o324¿¿¿¿¿PDG_OBJECT
1821¿PDG_CALL¿¿1643¿1643.CALL->get_html_1.getHtml-o325¿¿¿¿¿PDG_CALL
1822¿PDG_OBJECT¿¿0¿1643.html-o326¿¿¿¿¿PDG_OBJECT
1823¿PDG_OBJECT¿¿0¿1643.relativePath-o327¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿0¿1643.v161-o328¿¿¿¿¿PDG_OBJECT
1825¿PDG_CALL¿¿1643¿1643.CALL->path_1.resolve-o329¿¿¿¿¿PDG_CALL
1826¿PDG_OBJECT¿¿0¿1643.v163-o330¿¿¿¿¿PDG_OBJECT
1827¿PDG_OBJECT¿¿0¿1643.config.basedir-o331¿¿¿¿¿PDG_OBJECT
1828¿PDG_CALL¿¿1643¿1643.CALL->v163.replace-o332¿¿¿¿¿PDG_CALL
1829¿PDG_OBJECT¿¿0¿1643.v165-o333¿¿¿¿¿PDG_OBJECT
1830¿PDG_OBJECT¿¿0¿1643.config.devtools-o334¿¿¿¿¿PDG_OBJECT
1831¿PDG_CALL¿¿1643¿1643.CALL->Error-o335¿¿¿¿¿PDG_CALL
1832¿PDG_OBJECT¿¿0¿1643.v168-o336¿¿¿¿¿PDG_OBJECT
1833¿PDG_OBJECT¿¿0¿1643.config.as_html-o337¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿0¿1643.v170-o338¿¿¿¿¿PDG_OBJECT
1835¿PDG_CALL¿¿1643¿1643.CALL->Error-o339¿¿¿¿¿PDG_CALL
1836¿PDG_OBJECT¿¿0¿1643.v171-o340¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿0¿1643.output-o341¿¿¿¿¿PDG_OBJECT
1838¿PDG_OBJECT¿¿0¿1643.output.filename-o342¿¿¿¿¿PDG_OBJECT
1839¿PDG_OBJECT¿¿0¿1643.v174-o343¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿0¿1643.process-o344¿¿¿¿¿PDG_OBJECT
1841¿PDG_OBJECT¿¿0¿1643.process.stdout-o345¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿0¿1643.output.content-o346¿¿¿¿¿PDG_OBJECT
1843¿PDG_CALL¿¿1643¿1643.CALL->v175.write-o347¿¿¿¿¿PDG_CALL
1844¿PDG_OBJECT¿¿0¿1643.v177-o348¿¿¿¿¿PDG_OBJECT
1845¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1846¿PDG_OBJECT¿¿0¿1643.fs_1.promises-o349¿¿¿¿¿PDG_OBJECT
1847¿PDG_RETURN¿¿0¿1643.RET_OBJ-o350¿¿¿¿¿PDG_RETURN
