Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6836¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Program
9715¿Literal¿string¿¿'string'¿¿{"start":{"line":402,"column":25},"end":{"line":402,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
9716¿IfStatement¿¿¿¿¿{"start":{"line":402,"column":6},"end":{"line":402,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9717¿Identifier¿¿v1240¿¿¿¿¿Identifier
9718¿ExpressionStatement¿¿¿¿¿{"start":{"line":402,"column":35},"end":{"line":402,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9719¿AssignmentExpression¿=¿¿¿¿{"start":{"line":402,"column":35},"end":{"line":402,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9720¿Identifier¿¿val¿¿¿{"start":{"line":402,"column":35},"end":{"line":402,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9721¿BinaryExpression¿===¿¿¿¿{"start":{"line":402,"column":41},"end":{"line":402,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
9722¿Identifier¿¿val¿¿¿{"start":{"line":402,"column":41},"end":{"line":402,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9723¿Literal¿string¿¿'true'¿¿{"start":{"line":402,"column":49},"end":{"line":402,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
9724¿BlockStatement¿¿¿¿¿¿¿BlockStatement
9725¿BlockStatement¿¿¿¿¿{"start":{"line":401,"column":81},"end":{"line":403,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9726¿VariableDeclarator¿¿value¿¿¿{"start":{"line":405,"column":8},"end":{"line":405,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
9727¿Identifier¿¿val¿¿¿{"start":{"line":405,"column":16},"end":{"line":405,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9728¿VariableDeclarator¿¿v1241¿¿¿¿¿VariableDeclarator
9729¿MemberExpression¿¿¿¿¿{"start":{"line":406,"column":30},"end":{"line":406,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9730¿Identifier¿¿flags¿¿¿{"start":{"line":406,"column":30},"end":{"line":406,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9731¿Identifier¿¿strings¿¿¿{"start":{"line":406,"column":36},"end":{"line":406,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9732¿VariableDeclarator¿¿v1242¿¿¿¿¿VariableDeclarator
9733¿CallExpression¿¿¿¿¿{"start":{"line":406,"column":9},"end":{"line":406,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9734¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":406,"column":9},"end":{"line":406,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9735¿Identifier¿¿key¿¿¿{"start":{"line":406,"column":25},"end":{"line":406,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9736¿Identifier¿¿v1241¿¿¿¿¿Identifier
9737¿VariableDeclarator¿¿v1243¿¿¿¿¿VariableDeclarator
9738¿UnaryExpression¿!¿¿¿¿{"start":{"line":406,"column":8},"end":{"line":406,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9739¿Identifier¿¿v1242¿¿¿¿¿Identifier
9740¿VariableDeclarator¿¿v1244¿¿¿¿¿VariableDeclarator
9741¿MemberExpression¿¿¿¿¿{"start":{"line":406,"column":70},"end":{"line":406,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9742¿Identifier¿¿flags¿¿¿{"start":{"line":406,"column":70},"end":{"line":406,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9743¿Identifier¿¿coercions¿¿¿{"start":{"line":406,"column":76},"end":{"line":406,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9744¿VariableDeclarator¿¿v1245¿¿¿¿¿VariableDeclarator
9745¿CallExpression¿¿¿¿¿{"start":{"line":406,"column":49},"end":{"line":406,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9746¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":406,"column":49},"end":{"line":406,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9747¿Identifier¿¿key¿¿¿{"start":{"line":406,"column":65},"end":{"line":406,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9748¿Identifier¿¿v1244¿¿¿¿¿Identifier
9749¿VariableDeclarator¿¿v1246¿¿¿¿¿VariableDeclarator
9750¿UnaryExpression¿!¿¿¿¿{"start":{"line":406,"column":48},"end":{"line":406,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9751¿Identifier¿¿v1245¿¿¿¿¿Identifier
9752¿VariableDeclarator¿¿v1247¿¿¿¿¿VariableDeclarator
9753¿LogicalExpression¿&&¿¿¿¿{"start":{"line":406,"column":8},"end":{"line":406,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9754¿Identifier¿¿v1243¿¿¿¿¿Identifier
9755¿Identifier¿¿v1246¿¿¿¿¿Identifier
9756¿IfStatement¿¿¿¿¿{"start":{"line":406,"column":4},"end":{"line":409,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9757¿Identifier¿¿v1247¿¿¿¿¿Identifier
9758¿VariableDeclarator¿¿v1248¿¿¿¿¿VariableDeclarator
9759¿CallExpression¿¿¿¿¿{"start":{"line":407,"column":10},"end":{"line":407,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9760¿Identifier¿¿isNumber¿¿¿{"start":{"line":407,"column":10},"end":{"line":407,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9761¿Identifier¿¿val¿¿¿{"start":{"line":407,"column":19},"end":{"line":407,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9762¿IfStatement¿¿¿¿¿{"start":{"line":407,"column":6},"end":{"line":407,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9763¿Identifier¿¿v1248¿¿¿¿¿Identifier
9764¿ExpressionStatement¿¿¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9765¿AssignmentExpression¿=¿¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9766¿Identifier¿¿value¿¿¿{"start":{"line":407,"column":25},"end":{"line":407,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9767¿CallExpression¿¿¿¿¿{"start":{"line":407,"column":33},"end":{"line":407,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9768¿Identifier¿¿Number¿¿¿{"start":{"line":407,"column":33},"end":{"line":407,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9769¿Identifier¿¿val¿¿¿{"start":{"line":407,"column":40},"end":{"line":407,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9770¿BlockStatement¿¿¿¿¿¿¿BlockStatement
9771¿VariableDeclarator¿¿v1249¿¿¿¿¿VariableDeclarator
9772¿CallExpression¿¿¿¿¿{"start":{"line":408,"column":11},"end":{"line":408,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9773¿Identifier¿¿isUndefined¿¿¿{"start":{"line":408,"column":11},"end":{"line":408,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9774¿Identifier¿¿val¿¿¿{"start":{"line":408,"column":23},"end":{"line":408,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9775¿VariableDeclarator¿¿v1250¿¿¿¿¿VariableDeclarator
9776¿UnaryExpression¿!¿¿¿¿{"start":{"line":408,"column":10},"end":{"line":408,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9777¿Identifier¿¿v1249¿¿¿¿¿Identifier
9778¿VariableDeclarator¿¿v1251¿¿¿¿¿VariableDeclarator
9779¿CallExpression¿¿¿¿¿{"start":{"line":408,"column":32},"end":{"line":408,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9780¿Identifier¿¿isNumber¿¿¿{"start":{"line":408,"column":32},"end":{"line":408,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9781¿Identifier¿¿val¿¿¿{"start":{"line":408,"column":41},"end":{"line":408,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9782¿VariableDeclarator¿¿v1252¿¿¿¿¿VariableDeclarator
9783¿UnaryExpression¿!¿¿¿¿{"start":{"line":408,"column":31},"end":{"line":408,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9784¿Identifier¿¿v1251¿¿¿¿¿Identifier
9785¿VariableDeclarator¿¿v1253¿¿¿¿¿VariableDeclarator
9786¿LogicalExpression¿&&¿¿¿¿{"start":{"line":408,"column":10},"end":{"line":408,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9787¿Identifier¿¿v1250¿¿¿¿¿Identifier
9788¿Identifier¿¿v1252¿¿¿¿¿Identifier
9789¿VariableDeclarator¿¿v1254¿¿¿¿¿VariableDeclarator
9790¿MemberExpression¿¿¿¿¿{"start":{"line":408,"column":70},"end":{"line":408,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9791¿Identifier¿¿flags¿¿¿{"start":{"line":408,"column":70},"end":{"line":408,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9792¿Identifier¿¿numbers¿¿¿{"start":{"line":408,"column":76},"end":{"line":408,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9793¿VariableDeclarator¿¿v1255¿¿¿¿¿VariableDeclarator
9794¿CallExpression¿¿¿¿¿{"start":{"line":408,"column":49},"end":{"line":408,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9795¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":408,"column":49},"end":{"line":408,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9796¿Identifier¿¿key¿¿¿{"start":{"line":408,"column":65},"end":{"line":408,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9797¿Identifier¿¿v1254¿¿¿¿¿Identifier
9798¿VariableDeclarator¿¿v1256¿¿¿¿¿VariableDeclarator
9799¿LogicalExpression¿&&¿¿¿¿{"start":{"line":408,"column":10},"end":{"line":408,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9800¿Identifier¿¿v1253¿¿¿¿¿Identifier
9801¿Identifier¿¿v1255¿¿¿¿¿Identifier
9802¿IfStatement¿¿¿¿¿{"start":{"line":408,"column":6},"end":{"line":408,"column":97},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9803¿Identifier¿¿v1256¿¿¿¿¿Identifier
9804¿ExpressionStatement¿¿¿¿¿{"start":{"line":408,"column":86},"end":{"line":408,"column":97},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9805¿AssignmentExpression¿=¿¿¿¿{"start":{"line":408,"column":86},"end":{"line":408,"column":97},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9806¿Identifier¿¿value¿¿¿{"start":{"line":408,"column":86},"end":{"line":408,"column":91},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9807¿Identifier¿¿NaN¿¿¿{"start":{"line":408,"column":94},"end":{"line":408,"column":97},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9808¿BlockStatement¿¿¿¿¿¿¿BlockStatement
9809¿BlockStatement¿¿¿¿¿{"start":{"line":406,"column":88},"end":{"line":409,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9810¿VariableDeclarator¿¿v1257¿¿¿¿¿VariableDeclarator
9811¿MemberExpression¿¿¿¿¿{"start":{"line":412,"column":29},"end":{"line":412,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9812¿Identifier¿¿flags¿¿¿{"start":{"line":412,"column":29},"end":{"line":412,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9813¿Identifier¿¿counts¿¿¿{"start":{"line":412,"column":35},"end":{"line":412,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9814¿VariableDeclarator¿¿v1258¿¿¿¿¿VariableDeclarator
9815¿CallExpression¿¿¿¿¿{"start":{"line":412,"column":8},"end":{"line":412,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9816¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":412,"column":8},"end":{"line":412,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9817¿Identifier¿¿key¿¿¿{"start":{"line":412,"column":24},"end":{"line":412,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9818¿Identifier¿¿v1257¿¿¿¿¿Identifier
9819¿VariableDeclarator¿¿v1259¿¿¿¿¿VariableDeclarator
9820¿CallExpression¿¿¿¿¿{"start":{"line":412,"column":47},"end":{"line":412,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9821¿Identifier¿¿isUndefined¿¿¿{"start":{"line":412,"column":47},"end":{"line":412,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9822¿Identifier¿¿value¿¿¿{"start":{"line":412,"column":59},"end":{"line":412,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9823¿VariableDeclarator¿¿v1260¿¿¿¿¿VariableDeclarator
9824¿UnaryExpression¿typeof¿¿¿¿{"start":{"line":412,"column":69},"end":{"line":412,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
9825¿Identifier¿¿value¿¿¿{"start":{"line":412,"column":76},"end":{"line":412,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9826¿VariableDeclarator¿¿v1261¿¿¿¿¿VariableDeclarator
9827¿BinaryExpression¿===¿¿¿¿{"start":{"line":412,"column":69},"end":{"line":412,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
9828¿Identifier¿¿v1260¿¿¿¿¿Identifier
9829¿Literal¿string¿¿'boolean'¿¿{"start":{"line":412,"column":86},"end":{"line":412,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
9830¿VariableDeclarator¿¿v1262¿¿¿¿¿VariableDeclarator
9831¿LogicalExpression¿||¿¿¿¿{"start":{"line":412,"column":47},"end":{"line":412,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9832¿Identifier¿¿v1259¿¿¿¿¿Identifier
9833¿Identifier¿¿v1261¿¿¿¿¿Identifier
9834¿VariableDeclarator¿¿v1263¿¿¿¿¿VariableDeclarator
9835¿LogicalExpression¿&&¿¿¿¿{"start":{"line":412,"column":8},"end":{"line":412,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
9836¿Identifier¿¿v1258¿¿¿¿¿Identifier
9837¿Identifier¿¿v1262¿¿¿¿¿Identifier
9838¿IfStatement¿¿¿¿¿{"start":{"line":412,"column":4},"end":{"line":414,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
9839¿Identifier¿¿v1263¿¿¿¿¿Identifier
9840¿ExpressionStatement¿¿¿¿¿{"start":{"line":413,"column":6},"end":{"line":413,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
9841¿AssignmentExpression¿=¿¿¿¿{"start":{"line":413,"column":6},"end":{"line":413,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
9842¿Identifier¿¿value¿¿¿{"start":{"line":413,"column":6},"end":{"line":413,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9843¿Identifier¿¿increment¿¿¿{"start":{"line":413,"column":14},"end":{"line":413,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9844¿BlockStatement¿¿¿¿¿{"start":{"line":412,"column":98},"end":{"line":414,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
9845¿VariableDeclarator¿¿v1264¿¿¿¿¿VariableDeclarator
9846¿MemberExpression¿¿¿¿¿{"start":{"line":417,"column":29},"end":{"line":417,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9847¿Identifier¿¿flags¿¿¿{"start":{"line":417,"column":29},"end":{"line":417,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9848¿Identifier¿¿normalize¿¿¿{"start":{"line":417,"column":35},"end":{"line":417,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9849¿VariableDeclarator¿¿v1265¿¿¿¿¿VariableDeclarator
9850¿CallExpression¿¿¿¿¿{"start":{"line":417,"column":8},"end":{"line":417,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
9851¿Identifier¿¿checkAllAliases¿¿¿{"start":{"line":417,"column":8},"end":{"line":417,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9852¿Identifier¿¿key¿¿¿{"start":{"line":417,"column":24},"end":{"line":417,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9853¿Identifier¿¿v1264¿¿¿¿¿Identifier
9854¿VariableDeclarator¿¿v1266¿¿¿¿¿VariableDeclarator
9855¿MemberExpression¿¿¿¿¿{"start":{"line":417,"column":70},"end":{"line":417,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
9856¿Identifier¿¿flags¿¿¿{"start":{"line":417,"column":70},"end":{"line":417,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9857¿Identifier¿¿arrays¿¿¿{"start":{"line":417,"column":76},"end":{"line":417,"column":82},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
9858¿VariableDeclarator¿¿v1267¿¿¿¿¿VariableDeclarator
9859¿CallExpression¿¿¿¿¿{"start":{"line":417,"column":49},"end":{"line":417,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
